5.3192 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
324210.2353 	EXP 	baseLine
324211.6439 	EXP 	target
324213.0478 	EXP 	baseLine
324214.4521 	EXP 	distractor
324215.8554 	EXP 	baseLine
324217.2630 	EXP 	baseLine
324218.6678 	EXP 	baseLine
324220.0745 	EXP 	baseLine
324221.4813 	EXP 	baseLine
324222.8851 	EXP 	baseLine
324224.2924 	EXP 	baseLine
324225.6972 	EXP 	target
324227.1008 	EXP 	distractor
324228.5043 	EXP 	baseLine
324229.9109 	EXP 	baseLine
324231.3140 	EXP 	distractor
324232.7184 	EXP 	baseLine
324234.1228 	EXP 	baseLine
324235.5267 	EXP 	baseLine
324236.9333 	EXP 	baseLine
324238.3359 	EXP 	distractor
324239.7407 	EXP 	baseLine
324241.1444 	EXP 	baseLine
324242.5511 	EXP 	baseLine
324243.9550 	EXP 	baseLine
324245.3605 	EXP 	baseLine
324246.7699 	EXP 	distractor
324248.1762 	EXP 	baseLine
324249.5795 	EXP 	baseLine
324250.9869 	EXP 	baseLine
324252.3930 	EXP 	baseLine
324253.7958 	EXP 	baseLine
324255.2020 	EXP 	baseLine
324256.6116 	EXP 	distractor
324258.0140 	EXP 	target
324259.4190 	EXP 	baseLine
324260.8241 	EXP 	baseLine
324262.2265 	EXP 	baseLine
324263.6294 	EXP 	baseLine
324265.0335 	EXP 	baseLine
324266.4376 	EXP 	target
324267.8416 	EXP 	target
324269.2493 	EXP 	baseLine
324270.6536 	EXP 	baseLine
324272.0595 	EXP 	baseLine
324273.4669 	EXP 	baseLine
324274.8749 	EXP 	baseLine
324276.2802 	EXP 	baseLine
324277.6831 	EXP 	distractor
324279.0873 	EXP 	baseLine
324280.4908 	EXP 	distractor
324281.8989 	EXP 	distractor
324283.3037 	EXP 	baseLine
324284.7098 	EXP 	baseLine
324286.1161 	EXP 	baseLine
324287.5201 	EXP 	baseLine
324288.9249 	EXP 	target
324290.3288 	EXP 	baseLine
324291.7317 	EXP 	baseLine
324293.1365 	EXP 	baseLine
324294.5434 	EXP 	baseLine
324295.9488 	EXP 	baseLine
324297.3527 	EXP 	baseLine
324298.7583 	EXP 	baseLine
324300.1627 	EXP 	baseLine
324301.5700 	EXP 	baseLine
324302.9737 	EXP 	baseLine
324304.3823 	EXP 	baseLine
324305.7864 	EXP 	baseLine
324307.1945 	EXP 	baseLine
324308.5968 	EXP 	baseLine
324310.0004 	EXP 	baseLine
324311.4061 	EXP 	baseLine
324312.8138 	EXP 	target
324314.2170 	EXP 	distractor
324315.6240 	EXP 	baseLine
324317.0285 	EXP 	baseLine
324318.4342 	EXP 	baseLine
324319.8389 	EXP 	distractor
324321.2438 	EXP 	baseLine
324322.6476 	EXP 	baseLine
324324.0519 	EXP 	baseLine
324325.4560 	EXP 	target
324326.8603 	EXP 	baseLine
324328.2674 	EXP 	distractor
324329.6746 	EXP 	baseLine
324331.0797 	EXP 	target
324332.4874 	EXP 	target
324333.8931 	EXP 	baseLine
324335.3003 	EXP 	baseLine
324336.7049 	EXP 	baseLine
324338.1132 	EXP 	baseLine
324339.5169 	EXP 	target
324340.9248 	EXP 	baseLine
324342.3283 	EXP 	baseLine
324343.7329 	EXP 	baseLine
324345.1366 	EXP 	baseLine
324346.5421 	EXP 	target
324347.9454 	EXP 	baseLine
324349.3500 	EXP 	baseLine
324350.7543 	EXP 	target
324352.1578 	EXP 	target
324353.5615 	EXP 	baseLine
324354.9651 	EXP 	baseLine
324356.3704 	EXP 	baseLine
324357.7747 	EXP 	baseLine
324359.1793 	EXP 	baseLine
324360.5824 	EXP 	distractor
324361.9846 	EXP 	target
324363.3910 	EXP 	distractor
324364.7965 	EXP 	distractor
324366.2005 	EXP 	baseLine
324367.6043 	EXP 	baseLine
324369.0126 	EXP 	distractor
324370.4183 	EXP 	baseLine
324371.8214 	EXP 	target
324373.2247 	EXP 	baseLine
324374.6287 	EXP 	target
324376.0328 	EXP 	baseLine
324377.4383 	EXP 	distractor
324378.8432 	EXP 	distractor
324380.2464 	EXP 	baseLine
324381.6514 	EXP 	baseLine
324383.0560 	EXP 	baseLine
324384.4692 	EXP 	baseLine
324385.8737 	EXP 	baseLine
324387.2772 	EXP 	baseLine
324388.6816 	EXP 	baseLine
324390.0870 	EXP 	baseLine
324391.4937 	EXP 	baseLine
324392.8984 	EXP 	baseLine
324394.3056 	EXP 	target
324395.7080 	EXP 	baseLine
324397.1109 	EXP 	target
324398.5161 	EXP 	baseLine
324399.9207 	EXP 	baseLine
324401.3239 	EXP 	baseLine
324402.7272 	EXP 	baseLine
324404.1313 	EXP 	distractor
324405.5385 	EXP 	baseLine
324406.9443 	EXP 	baseLine
324408.3467 	EXP 	baseLine
324409.7504 	EXP 	baseLine
324411.1552 	EXP 	baseLine
324412.5598 	EXP 	baseLine
324413.9647 	EXP 	baseLine
324415.3695 	EXP 	distractor
324416.7749 	EXP 	distractor
324418.1801 	EXP 	baseLine
324419.5858 	EXP 	baseLine
324420.9929 	EXP 	baseLine
324422.4007 	EXP 	baseLine
324423.8053 	EXP 	distractor
324425.2104 	EXP 	distractor
324426.6146 	EXP 	distractor
324428.0214 	EXP 	distractor
324429.4257 	EXP 	baseLine
324430.8323 	EXP 	distractor
324432.2399 	EXP 	distractor
324433.6433 	EXP 	baseLine
324435.0493 	EXP 	baseLine
324436.4540 	EXP 	baseLine
324437.8579 	EXP 	baseLine
324439.2610 	EXP 	baseLine
324440.6667 	EXP 	baseLine
324442.0722 	EXP 	baseLine
324443.4742 	EXP 	baseLine
324444.8797 	EXP 	baseLine
324446.2854 	EXP 	baseLine
324447.6910 	EXP 	target
324449.0950 	EXP 	baseLine
324450.5024 	EXP 	baseLine
324451.9085 	EXP 	baseLine
324453.3119 	EXP 	distractor
