5.3402 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
143546.9657 	EXP 	baseLine
143548.3739 	EXP 	baseLine
143549.7834 	EXP 	baseLine
143551.1916 	EXP 	baseLine
143552.5997 	EXP 	distractor
143554.0046 	EXP 	baseLine
143555.4125 	EXP 	baseLine
143556.8165 	EXP 	baseLine
143558.2233 	EXP 	distractor
143559.6292 	EXP 	target
143561.0359 	EXP 	baseLine
143562.4409 	EXP 	baseLine
143563.8449 	EXP 	distractor
143565.2549 	EXP 	baseLine
143566.6606 	EXP 	target
143568.0684 	EXP 	baseLine
143569.4762 	EXP 	baseLine
143570.8796 	EXP 	baseLine
143572.2848 	EXP 	distractor
143573.6903 	EXP 	target
143575.0972 	EXP 	distractor
143576.5012 	EXP 	target
143577.9058 	EXP 	baseLine
143579.3185 	EXP 	baseLine
143580.7245 	EXP 	baseLine
143582.1298 	EXP 	baseLine
143583.5336 	EXP 	baseLine
143584.9410 	EXP 	baseLine
143586.3466 	EXP 	distractor
143587.7529 	EXP 	baseLine
143589.1578 	EXP 	target
143590.5625 	EXP 	target
143591.9694 	EXP 	distractor
143593.3761 	EXP 	distractor
143594.7845 	EXP 	target
143596.1906 	EXP 	distractor
143597.5944 	EXP 	baseLine
143599.0041 	EXP 	baseLine
143600.4096 	EXP 	baseLine
143601.8175 	EXP 	baseLine
143603.2212 	EXP 	baseLine
143604.6293 	EXP 	baseLine
143606.0348 	EXP 	distractor
143607.4404 	EXP 	baseLine
143608.8462 	EXP 	baseLine
143610.2523 	EXP 	baseLine
143611.6558 	EXP 	distractor
143613.0642 	EXP 	baseLine
143614.4715 	EXP 	target
143615.8815 	EXP 	baseLine
143617.2865 	EXP 	baseLine
143618.6932 	EXP 	baseLine
143620.0976 	EXP 	baseLine
143621.5048 	EXP 	baseLine
143622.9081 	EXP 	baseLine
143624.3127 	EXP 	baseLine
143625.7172 	EXP 	baseLine
143627.1217 	EXP 	baseLine
143628.5303 	EXP 	baseLine
143629.9382 	EXP 	baseLine
143631.3446 	EXP 	baseLine
143632.7491 	EXP 	baseLine
143634.1590 	EXP 	target
143635.5663 	EXP 	target
143636.9706 	EXP 	baseLine
143638.3757 	EXP 	target
143639.7807 	EXP 	baseLine
143641.1855 	EXP 	baseLine
143642.5903 	EXP 	baseLine
143643.9940 	EXP 	baseLine
143645.4017 	EXP 	baseLine
143646.8054 	EXP 	baseLine
143648.2167 	EXP 	baseLine
143649.6219 	EXP 	baseLine
143651.0330 	EXP 	distractor
143652.4381 	EXP 	baseLine
143653.8419 	EXP 	baseLine
143655.2466 	EXP 	target
143656.6522 	EXP 	baseLine
143658.0565 	EXP 	baseLine
143659.4617 	EXP 	baseLine
143660.8644 	EXP 	baseLine
143662.2749 	EXP 	target
143663.6793 	EXP 	baseLine
143665.0854 	EXP 	target
143666.4935 	EXP 	baseLine
143667.8988 	EXP 	baseLine
143669.3044 	EXP 	distractor
143670.7083 	EXP 	baseLine
143672.1144 	EXP 	baseLine
143673.5183 	EXP 	baseLine
143674.9232 	EXP 	distractor
143676.3340 	EXP 	baseLine
143677.7428 	EXP 	baseLine
143679.1478 	EXP 	baseLine
143680.5522 	EXP 	baseLine
143681.9612 	EXP 	baseLine
143683.3660 	EXP 	target
143684.7712 	EXP 	baseLine
143686.1762 	EXP 	target
143687.5827 	EXP 	distractor
143688.9877 	EXP 	target
143690.3982 	EXP 	baseLine
143691.8024 	EXP 	baseLine
143693.2061 	EXP 	distractor
143694.6170 	EXP 	baseLine
143696.0242 	EXP 	baseLine
143697.4290 	EXP 	baseLine
143698.8386 	EXP 	baseLine
143700.2462 	EXP 	baseLine
143701.6563 	EXP 	distractor
143703.0604 	EXP 	baseLine
143704.4661 	EXP 	baseLine
143705.8742 	EXP 	baseLine
143707.2824 	EXP 	baseLine
143708.6911 	EXP 	baseLine
143710.0965 	EXP 	baseLine
143711.5010 	EXP 	distractor
143712.9065 	EXP 	baseLine
143714.3120 	EXP 	baseLine
143715.7219 	EXP 	baseLine
143717.1290 	EXP 	baseLine
143718.5331 	EXP 	target
143719.9369 	EXP 	baseLine
143721.3418 	EXP 	distractor
143722.7469 	EXP 	target
143724.1542 	EXP 	baseLine
143725.5612 	EXP 	baseLine
143726.9638 	EXP 	baseLine
143728.3711 	EXP 	baseLine
143729.7751 	EXP 	baseLine
143731.1797 	EXP 	distractor
143732.5888 	EXP 	baseLine
143733.9941 	EXP 	baseLine
143735.3988 	EXP 	baseLine
143736.8040 	EXP 	baseLine
143738.2089 	EXP 	distractor
143742.0335 	DATA 	Keypress: space
143742.0353 	EXP 	startBlock
143742.0490 	EXP 	baseLine
143743.4548 	EXP 	baseLine
143744.8603 	EXP 	target
143746.2668 	EXP 	baseLine
143747.6746 	EXP 	target
143749.0835 	EXP 	baseLine
143750.4887 	EXP 	baseLine
143751.8952 	EXP 	distractor
143753.3005 	EXP 	baseLine
143754.7046 	EXP 	baseLine
143756.1087 	EXP 	baseLine
143757.5126 	EXP 	baseLine
143758.9169 	EXP 	baseLine
143760.3274 	EXP 	baseLine
143761.7323 	EXP 	baseLine
143763.1362 	EXP 	baseLine
143764.5436 	EXP 	baseLine
143765.9522 	EXP 	baseLine
143767.3600 	EXP 	baseLine
143768.7635 	EXP 	baseLine
143770.1688 	EXP 	baseLine
143771.5793 	EXP 	baseLine
143772.9849 	EXP 	baseLine
143774.3898 	EXP 	baseLine
143775.7983 	EXP 	distractor
143777.2044 	EXP 	baseLine
143778.6096 	EXP 	baseLine
143780.0144 	EXP 	distractor
143781.4192 	EXP 	baseLine
143782.8237 	EXP 	target
143784.2293 	EXP 	baseLine
143785.6342 	EXP 	baseLine
143787.0443 	EXP 	baseLine
143788.4500 	EXP 	target
143789.8560 	EXP 	distractor
143791.2627 	EXP 	distractor
143792.6720 	EXP 	baseLine
143794.0746 	EXP 	distractor
143795.4822 	EXP 	baseLine
143796.8877 	EXP 	baseLine
143798.2917 	EXP 	baseLine
143799.7025 	EXP 	baseLine
143801.1076 	EXP 	baseLine
143802.5130 	EXP 	baseLine
143803.9217 	EXP 	distractor
143805.3253 	EXP 	baseLine
143806.7295 	EXP 	baseLine
143808.1330 	EXP 	target
143809.5372 	EXP 	baseLine
143810.9420 	EXP 	baseLine
143812.3459 	EXP 	baseLine
143813.7510 	EXP 	target
143815.1661 	EXP 	distractor
143816.5721 	EXP 	baseLine
143817.9797 	EXP 	distractor
143819.3904 	EXP 	baseLine
143820.7973 	EXP 	baseLine
143822.2022 	EXP 	baseLine
143823.6078 	EXP 	baseLine
143825.0171 	EXP 	baseLine
143826.4219 	EXP 	baseLine
143827.8298 	EXP 	target
143829.2325 	EXP 	baseLine
143830.6400 	EXP 	baseLine
143832.0447 	EXP 	baseLine
143833.4508 	EXP 	target
143834.8638 	EXP 	distractor
143836.2681 	EXP 	baseLine
143837.6734 	EXP 	baseLine
143839.0789 	EXP 	baseLine
143840.4880 	EXP 	baseLine
143841.8952 	EXP 	baseLine
143843.3024 	EXP 	distractor
143844.7087 	EXP 	baseLine
143846.1178 	EXP 	baseLine
143847.5262 	EXP 	baseLine
143848.9332 	EXP 	baseLine
143850.3382 	EXP 	baseLine
143851.7429 	EXP 	baseLine
143853.1474 	EXP 	baseLine
143854.5513 	EXP 	target
143855.9554 	EXP 	baseLine
143857.3609 	EXP 	baseLine
143858.7709 	EXP 	baseLine
143860.1766 	EXP 	baseLine
143861.5812 	EXP 	baseLine
143862.9875 	EXP 	baseLine
143864.3938 	EXP 	baseLine
143865.7985 	EXP 	baseLine
143867.2049 	EXP 	baseLine
143868.6125 	EXP 	distractor
143870.0170 	EXP 	distractor
143871.4218 	EXP 	baseLine
143872.8261 	EXP 	baseLine
143874.2305 	EXP 	baseLine
143875.6350 	EXP 	distractor
143877.0453 	EXP 	baseLine
143878.4509 	EXP 	baseLine
143879.8597 	EXP 	baseLine
143881.2650 	EXP 	baseLine
143882.6710 	EXP 	baseLine
143884.0758 	EXP 	target
143885.4859 	EXP 	baseLine
143886.8919 	EXP 	target
143888.2969 	EXP 	distractor
143889.7018 	EXP 	target
143891.1091 	EXP 	target
143892.5159 	EXP 	baseLine
143893.9196 	EXP 	baseLine
143895.3239 	EXP 	target
143896.7293 	EXP 	baseLine
143898.1331 	EXP 	distractor
143899.5378 	EXP 	baseLine
143900.9434 	EXP 	baseLine
143902.3533 	EXP 	baseLine
143903.7573 	EXP 	distractor
143905.1651 	EXP 	baseLine
143906.5746 	EXP 	baseLine
143907.9798 	EXP 	baseLine
143909.3855 	EXP 	distractor
143910.7894 	EXP 	baseLine
143912.1936 	EXP 	target
143913.5981 	EXP 	baseLine
143915.0031 	EXP 	baseLine
143916.4067 	EXP 	target
143917.8133 	EXP 	baseLine
143919.2187 	EXP 	baseLine
143920.6260 	EXP 	baseLine
143922.0334 	EXP 	baseLine
143923.4370 	EXP 	baseLine
143924.8434 	EXP 	baseLine
143926.2477 	EXP 	baseLine
143927.6519 	EXP 	baseLine
143929.0579 	EXP 	baseLine
143930.4648 	EXP 	baseLine
143931.8690 	EXP 	baseLine
143933.2746 	EXP 	baseLine
143934.6819 	EXP 	baseLine
143936.0877 	EXP 	baseLine
143937.4944 	EXP 	baseLine
143938.8975 	EXP 	baseLine
143940.3004 	EXP 	baseLine
143941.7086 	EXP 	baseLine
143943.1164 	EXP 	target
143944.5217 	EXP 	baseLine
143945.9263 	EXP 	baseLine
143947.3300 	EXP 	baseLine
143948.7358 	EXP 	baseLine
143950.1400 	EXP 	baseLine
143951.5436 	EXP 	baseLine
143952.9465 	EXP 	baseLine
143954.3550 	EXP 	baseLine
143955.7592 	EXP 	baseLine
143957.1694 	EXP 	baseLine
143958.5760 	EXP 	target
143959.9839 	EXP 	baseLine
143961.3897 	EXP 	baseLine
143962.7948 	EXP 	target
143964.2038 	EXP 	distractor
143965.6116 	EXP 	baseLine
143967.0178 	EXP 	target
143968.4263 	EXP 	distractor
143969.8301 	EXP 	baseLine
143971.2397 	EXP 	baseLine
143972.6465 	EXP 	baseLine
143974.0501 	EXP 	distractor
143975.4535 	EXP 	baseLine
143976.8568 	EXP 	baseLine
143978.2616 	EXP 	baseLine
143979.6668 	EXP 	baseLine
143981.0728 	EXP 	baseLine
143982.4797 	EXP 	target
143983.8882 	EXP 	target
143985.2923 	EXP 	target
143986.7010 	EXP 	target
143988.1136 	EXP 	baseLine
143989.5247 	EXP 	baseLine
143990.9294 	EXP 	baseLine
143992.3337 	EXP 	baseLine
143993.7412 	EXP 	baseLine
143995.1456 	EXP 	baseLine
143996.5527 	EXP 	target
143997.9598 	EXP 	baseLine
143999.3644 	EXP 	baseLine
144000.7695 	EXP 	baseLine
144002.1738 	EXP 	baseLine
144003.5803 	EXP 	baseLine
144004.9844 	EXP 	baseLine
144006.3923 	EXP 	target
144007.7971 	EXP 	target
144009.2014 	EXP 	baseLine
144010.6060 	EXP 	baseLine
144012.0118 	EXP 	baseLine
144013.4169 	EXP 	baseLine
144014.8216 	EXP 	baseLine
144016.2275 	EXP 	baseLine
144017.6323 	EXP 	distractor
144019.0385 	EXP 	target
144020.4422 	EXP 	baseLine
144021.8457 	EXP 	baseLine
144025.6143 	DATA 	Keypress: space
144025.6164 	EXP 	startBlock
144025.6232 	EXP 	baseLine
144027.0301 	EXP 	baseLine
144028.4382 	EXP 	baseLine
144029.8456 	EXP 	target
144031.2533 	EXP 	baseLine
144032.6560 	EXP 	baseLine
144034.0626 	EXP 	distractor
144035.4692 	EXP 	distractor
144036.8740 	EXP 	distractor
144038.2823 	EXP 	baseLine
144039.6875 	EXP 	baseLine
144041.0946 	EXP 	baseLine
144042.5018 	EXP 	target
144043.9109 	EXP 	baseLine
144045.3153 	EXP 	baseLine
144046.7217 	EXP 	baseLine
144048.1269 	EXP 	baseLine
144049.5322 	EXP 	target
144050.9404 	EXP 	baseLine
144052.3482 	EXP 	target
144053.7545 	EXP 	baseLine
144055.1595 	EXP 	target
144056.5638 	EXP 	distractor
144057.9690 	EXP 	target
144059.3755 	EXP 	baseLine
144060.7830 	EXP 	baseLine
144062.1878 	EXP 	baseLine
144063.5950 	EXP 	baseLine
144064.9995 	EXP 	baseLine
144066.4121 	EXP 	baseLine
144067.8256 	EXP 	baseLine
144069.2309 	EXP 	baseLine
144070.6390 	EXP 	target
144072.0436 	EXP 	target
144073.4476 	EXP 	baseLine
144074.8534 	EXP 	baseLine
144076.2599 	EXP 	baseLine
144077.6682 	EXP 	target
144079.0737 	EXP 	baseLine
144080.4792 	EXP 	distractor
144081.8835 	EXP 	baseLine
144083.2881 	EXP 	distractor
144084.6925 	EXP 	baseLine
144086.0970 	EXP 	baseLine
144087.5077 	EXP 	baseLine
144088.9159 	EXP 	baseLine
144090.3206 	EXP 	baseLine
144091.7293 	EXP 	target
144093.1345 	EXP 	baseLine
144094.5415 	EXP 	baseLine
144095.9526 	EXP 	target
144097.3618 	EXP 	baseLine
144098.7691 	EXP 	baseLine
144100.1739 	EXP 	baseLine
144101.5773 	EXP 	baseLine
144102.9851 	EXP 	distractor
144104.3963 	EXP 	baseLine
144105.8024 	EXP 	baseLine
144107.2118 	EXP 	target
144108.6228 	EXP 	distractor
144110.0283 	EXP 	target
144111.4335 	EXP 	target
144112.8390 	EXP 	baseLine
144114.2523 	EXP 	target
144115.6583 	EXP 	baseLine
144117.0618 	EXP 	baseLine
144118.4673 	EXP 	baseLine
144119.8764 	EXP 	distractor
144121.2802 	EXP 	baseLine
144122.6864 	EXP 	baseLine
144124.0928 	EXP 	baseLine
144125.4963 	EXP 	baseLine
144126.9021 	EXP 	baseLine
144128.3097 	EXP 	target
144129.7173 	EXP 	baseLine
144131.1215 	EXP 	baseLine
144132.5270 	EXP 	baseLine
144133.9318 	EXP 	baseLine
144135.3374 	EXP 	target
144136.7469 	EXP 	baseLine
144138.1531 	EXP 	distractor
144139.5581 	EXP 	baseLine
144140.9663 	EXP 	distractor
144142.3719 	EXP 	distractor
144143.7777 	EXP 	baseLine
144145.1822 	EXP 	baseLine
144146.5880 	EXP 	baseLine
144147.9926 	EXP 	baseLine
144149.3985 	EXP 	distractor
144150.8115 	EXP 	target
144152.2168 	EXP 	baseLine
144153.6220 	EXP 	baseLine
144155.0280 	EXP 	baseLine
144156.4334 	EXP 	baseLine
144157.8371 	EXP 	baseLine
144159.2424 	EXP 	baseLine
144160.6548 	EXP 	baseLine
144162.0588 	EXP 	baseLine
144163.4652 	EXP 	baseLine
144164.8707 	EXP 	baseLine
144166.2756 	EXP 	baseLine
144167.6817 	EXP 	distractor
144169.0862 	EXP 	target
144170.4914 	EXP 	target
144171.8977 	EXP 	baseLine
144173.3022 	EXP 	baseLine
144174.7139 	EXP 	baseLine
144176.1315 	EXP 	baseLine
144177.5369 	EXP 	distractor
144178.9406 	EXP 	baseLine
144180.3441 	EXP 	distractor
144181.7532 	EXP 	baseLine
144183.1615 	EXP 	baseLine
144184.5712 	EXP 	target
144185.9754 	EXP 	baseLine
144187.3820 	EXP 	target
144188.7890 	EXP 	baseLine
144190.1945 	EXP 	baseLine
144191.6058 	EXP 	baseLine
144193.0108 	EXP 	baseLine
144194.4214 	EXP 	distractor
144195.8248 	EXP 	target
144197.2291 	EXP 	baseLine
144198.6344 	EXP 	baseLine
144200.0383 	EXP 	baseLine
144201.4475 	EXP 	target
144202.8528 	EXP 	baseLine
144204.2560 	EXP 	baseLine
144205.6604 	EXP 	baseLine
144207.0665 	EXP 	target
144208.4727 	EXP 	baseLine
144209.8776 	EXP 	target
144211.2848 	EXP 	baseLine
144212.6894 	EXP 	baseLine
144214.0939 	EXP 	distractor
144215.4976 	EXP 	baseLine
144216.9070 	EXP 	baseLine
144218.3121 	EXP 	distractor
144219.7209 	EXP 	distractor
144221.1253 	EXP 	target
144222.5298 	EXP 	baseLine
144223.9347 	EXP 	baseLine
144225.3417 	EXP 	baseLine
144226.7471 	EXP 	baseLine
144228.1523 	EXP 	baseLine
144229.5620 	EXP 	distractor
144230.9706 	EXP 	target
144232.3752 	EXP 	baseLine
144233.7810 	EXP 	baseLine
144235.1869 	EXP 	baseLine
144236.5926 	EXP 	baseLine
144237.9994 	EXP 	distractor
144239.4039 	EXP 	target
144240.8139 	EXP 	distractor
144242.2177 	EXP 	baseLine
144243.6254 	EXP 	baseLine
144245.0322 	EXP 	baseLine
144246.4379 	EXP 	baseLine
144247.8432 	EXP 	baseLine
144249.2480 	EXP 	target
144250.6579 	EXP 	distractor
144252.0635 	EXP 	baseLine
144253.4667 	EXP 	distractor
144254.8731 	EXP 	baseLine
144256.2772 	EXP 	distractor
144257.6836 	EXP 	distractor
144259.0884 	EXP 	target
144260.4961 	EXP 	target
144261.9074 	EXP 	baseLine
144263.3134 	EXP 	baseLine
144264.7303 	EXP 	baseLine
144266.1354 	EXP 	distractor
144267.5418 	EXP 	baseLine
144268.9457 	EXP 	target
144270.3498 	EXP 	baseLine
144271.7557 	EXP 	distractor
144273.1593 	EXP 	target
144274.5675 	EXP 	baseLine
144275.9743 	EXP 	baseLine
144277.3796 	EXP 	baseLine
144278.7872 	EXP 	baseLine
144280.1911 	EXP 	baseLine
144281.5996 	EXP 	baseLine
144283.0047 	EXP 	baseLine
144284.4105 	EXP 	baseLine
144285.8189 	EXP 	distractor
144287.2244 	EXP 	baseLine
144288.6306 	EXP 	baseLine
144290.0380 	EXP 	baseLine
144291.4437 	EXP 	baseLine
144292.8513 	EXP 	baseLine
144294.2554 	EXP 	distractor
144295.6602 	EXP 	baseLine
144297.0691 	EXP 	baseLine
144298.4757 	EXP 	baseLine
144299.8881 	EXP 	distractor
144301.2929 	EXP 	target
144302.7002 	EXP 	baseLine
144304.1062 	EXP 	target
144305.5125 	EXP 	target
144309.5749 	DATA 	Keypress: space
144309.5790 	EXP 	startBlock
144309.5957 	EXP 	baseLine
144311.0051 	EXP 	baseLine
144312.4121 	EXP 	target
144313.8173 	EXP 	baseLine
144315.2238 	EXP 	distractor
144316.6291 	EXP 	baseLine
144318.0400 	EXP 	target
144319.4461 	EXP 	baseLine
144320.8504 	EXP 	distractor
144322.2565 	EXP 	target
144323.6614 	EXP 	distractor
144325.0678 	EXP 	baseLine
144326.4740 	EXP 	target
144327.8818 	EXP 	baseLine
144329.2862 	EXP 	baseLine
144330.6904 	EXP 	baseLine
144332.0992 	EXP 	baseLine
144333.5036 	EXP 	baseLine
144334.9095 	EXP 	baseLine
144336.3184 	EXP 	distractor
144337.7232 	EXP 	baseLine
144339.1358 	EXP 	distractor
144340.5403 	EXP 	baseLine
144341.9456 	EXP 	baseLine
144343.3543 	EXP 	distractor
144344.7606 	EXP 	distractor
144346.1645 	EXP 	distractor
144347.5704 	EXP 	distractor
144348.9762 	EXP 	target
144350.3796 	EXP 	baseLine
144351.7842 	EXP 	baseLine
144353.1882 	EXP 	baseLine
144354.5938 	EXP 	target
144355.9987 	EXP 	baseLine
144357.4090 	EXP 	distractor
144358.8133 	EXP 	target
144360.2179 	EXP 	baseLine
144361.6239 	EXP 	baseLine
144363.0311 	EXP 	distractor
144364.4368 	EXP 	baseLine
144365.8416 	EXP 	target
144367.2494 	EXP 	baseLine
144368.6562 	EXP 	baseLine
144370.0611 	EXP 	baseLine
144371.4649 	EXP 	baseLine
144372.8752 	EXP 	baseLine
144374.2832 	EXP 	target
144375.6873 	EXP 	baseLine
144377.0935 	EXP 	baseLine
144378.5005 	EXP 	baseLine
144379.9067 	EXP 	baseLine
144381.3112 	EXP 	baseLine
144382.7144 	EXP 	baseLine
144384.1243 	EXP 	target
144385.5346 	EXP 	distractor
144386.9403 	EXP 	baseLine
144388.3503 	EXP 	target
144389.7551 	EXP 	target
144391.1587 	EXP 	baseLine
144392.5650 	EXP 	target
144393.9722 	EXP 	baseLine
144395.3773 	EXP 	distractor
144396.7812 	EXP 	target
144398.1872 	EXP 	baseLine
144399.5971 	EXP 	target
144401.0030 	EXP 	target
144402.4118 	EXP 	target
144403.8150 	EXP 	baseLine
144405.2210 	EXP 	baseLine
144406.6307 	EXP 	distractor
144408.0393 	EXP 	baseLine
144409.4454 	EXP 	baseLine
144410.8548 	EXP 	baseLine
144412.2616 	EXP 	baseLine
144413.6653 	EXP 	baseLine
144415.0692 	EXP 	baseLine
144416.4745 	EXP 	target
144417.8833 	EXP 	baseLine
144419.2873 	EXP 	baseLine
144420.6909 	EXP 	baseLine
144422.1021 	EXP 	baseLine
144423.5075 	EXP 	target
144424.9129 	EXP 	distractor
144426.3181 	EXP 	distractor
144427.7221 	EXP 	baseLine
144429.1298 	EXP 	baseLine
144430.5393 	EXP 	distractor
144431.9465 	EXP 	baseLine
144433.3517 	EXP 	baseLine
144434.7662 	EXP 	baseLine
144436.1702 	EXP 	baseLine
144437.5759 	EXP 	distractor
144438.9806 	EXP 	baseLine
144440.3843 	EXP 	distractor
144441.7896 	EXP 	distractor
144443.1976 	EXP 	baseLine
144444.6020 	EXP 	baseLine
144446.0060 	EXP 	target
144447.4090 	EXP 	baseLine
144448.8137 	EXP 	baseLine
144450.2204 	EXP 	baseLine
144451.6235 	EXP 	baseLine
144453.0298 	EXP 	baseLine
144454.4357 	EXP 	target
144455.8412 	EXP 	baseLine
144457.2463 	EXP 	distractor
144458.6497 	EXP 	baseLine
144460.0571 	EXP 	baseLine
144461.4628 	EXP 	baseLine
144462.8658 	EXP 	baseLine
144464.2680 	EXP 	baseLine
144465.6743 	EXP 	baseLine
144467.0798 	EXP 	baseLine
144468.4852 	EXP 	baseLine
144469.8889 	EXP 	baseLine
144471.2983 	EXP 	baseLine
144472.7053 	EXP 	distractor
144474.1150 	EXP 	baseLine
144475.5196 	EXP 	baseLine
144476.9240 	EXP 	baseLine
144478.3330 	EXP 	baseLine
144479.7391 	EXP 	baseLine
144481.1437 	EXP 	baseLine
144482.5493 	EXP 	baseLine
144483.9602 	EXP 	baseLine
144485.3669 	EXP 	target
144486.7746 	EXP 	baseLine
144488.1784 	EXP 	baseLine
144489.5838 	EXP 	baseLine
144490.9881 	EXP 	baseLine
144492.3936 	EXP 	baseLine
144493.7994 	EXP 	baseLine
144495.2067 	EXP 	baseLine
144496.6137 	EXP 	baseLine
144498.0260 	EXP 	distractor
144499.4313 	EXP 	baseLine
144500.8415 	EXP 	target
144502.2519 	EXP 	baseLine
144503.6602 	EXP 	baseLine
144505.0692 	EXP 	target
144506.4773 	EXP 	baseLine
144507.8829 	EXP 	distractor
144509.2886 	EXP 	baseLine
144510.6955 	EXP 	baseLine
144512.1011 	EXP 	baseLine
144513.5053 	EXP 	baseLine
144514.9094 	EXP 	baseLine
144516.3148 	EXP 	distractor
144517.7180 	EXP 	target
144519.1224 	EXP 	baseLine
144520.5272 	EXP 	baseLine
144521.9319 	EXP 	baseLine
144523.3388 	EXP 	baseLine
144524.7445 	EXP 	baseLine
144526.1524 	EXP 	baseLine
144527.5567 	EXP 	baseLine
144528.9615 	EXP 	baseLine
144530.3676 	EXP 	distractor
144531.7757 	EXP 	distractor
144533.1825 	EXP 	baseLine
144534.5884 	EXP 	baseLine
144535.9920 	EXP 	baseLine
144537.3969 	EXP 	baseLine
144538.8014 	EXP 	baseLine
144540.2049 	EXP 	baseLine
144541.6081 	EXP 	baseLine
144543.0130 	EXP 	baseLine
144544.4179 	EXP 	baseLine
144545.8254 	EXP 	baseLine
144547.2295 	EXP 	target
144548.6353 	EXP 	baseLine
144550.0394 	EXP 	baseLine
144551.4451 	EXP 	baseLine
144552.8521 	EXP 	target
144554.2604 	EXP 	baseLine
144555.6700 	EXP 	target
144557.0759 	EXP 	baseLine
144558.4787 	EXP 	target
144559.8828 	EXP 	baseLine
144561.2868 	EXP 	target
144562.6924 	EXP 	baseLine
144564.1054 	EXP 	target
144565.5104 	EXP 	target
144566.9145 	EXP 	distractor
144568.3232 	EXP 	baseLine
144569.7281 	EXP 	baseLine
144571.1326 	EXP 	baseLine
144572.5371 	EXP 	baseLine
144573.9447 	EXP 	baseLine
144575.3519 	EXP 	target
144576.7565 	EXP 	distractor
144578.1600 	EXP 	baseLine
144579.5637 	EXP 	baseLine
144580.9719 	EXP 	baseLine
144582.3828 	EXP 	baseLine
144583.7888 	EXP 	target
144585.1936 	EXP 	baseLine
144586.6041 	EXP 	distractor
144588.0090 	EXP 	baseLine
144589.4166 	EXP 	baseLine
144592.0796 	EXP 	startBlock
144592.0810 	DATA 	Keypress: space
144592.0863 	EXP 	baseLine
144593.4906 	EXP 	distractor
144594.8976 	EXP 	distractor
144596.3019 	EXP 	distractor
144597.7068 	EXP 	baseLine
144599.1133 	EXP 	baseLine
144600.5207 	EXP 	target
144601.9263 	EXP 	baseLine
144603.3336 	EXP 	target
144604.7440 	EXP 	baseLine
144606.1478 	EXP 	baseLine
144607.5573 	EXP 	baseLine
144608.9643 	EXP 	baseLine
144610.3696 	EXP 	baseLine
144611.7748 	EXP 	baseLine
144613.1795 	EXP 	baseLine
144614.5879 	EXP 	baseLine
144615.9923 	EXP 	target
144617.3989 	EXP 	baseLine
144618.8022 	EXP 	baseLine
144620.2074 	EXP 	target
144621.6117 	EXP 	baseLine
144623.0188 	EXP 	baseLine
144624.4219 	EXP 	target
