index,timeStamp,description
391,144006.3923,target
392,144007.7971,target
393,144009.2014,baseLine
394,144010.6060,baseLine
395,144012.0118,baseLine
396,144013.4169,baseLine
397,144014.8216,baseLine
398,144016.2275,baseLine
399,144017.6323,distractor
400,144019.0385,target
401,144020.4422,baseLine
402,144021.8457,baseLine
403,144025.6164,startBlock
404,144025.6232,baseLine
405,144027.0301,baseLine
406,144028.4382,baseLine
407,144029.8456,target
408,144031.2533,baseLine
409,144032.6560,baseLine
410,144034.0626,distractor
411,144035.4692,distractor
412,144036.8740,distractor
413,144038.2823,baseLine
414,144039.6875,baseLine
415,144041.0946,baseLine
416,144042.5018,target
417,144043.9109,baseLine
418,144045.3153,baseLine
419,144046.7217,baseLine
420,144048.1269,baseLine
421,144049.5322,target
422,144050.9404,baseLine
423,144052.3482,target
424,144053.7545,baseLine
425,144055.1595,target
426,144056.5638,distractor
427,144057.9690,target
428,144059.3755,baseLine
429,144060.7830,baseLine
430,144062.1878,baseLine
431,144063.5950,baseLine
432,144064.9995,baseLine
433,144066.4121,baseLine
434,144067.8256,baseLine
435,144069.2309,baseLine
436,144070.6390,target
437,144072.0436,target
438,144073.4476,baseLine
439,144074.8534,baseLine
440,144076.2599,baseLine
441,144077.6682,target
442,144079.0737,baseLine
443,144080.4792,distractor
444,144081.8835,baseLine
445,144083.2881,distractor
446,144084.6925,baseLine
447,144086.0970,baseLine
448,144087.5077,baseLine
449,144088.9159,baseLine
450,144090.3206,baseLine
451,144091.7293,target
452,144093.1345,baseLine
453,144094.5415,baseLine
454,144095.9526,target
455,144097.3618,baseLine
456,144098.7691,baseLine
457,144100.1739,baseLine
458,144101.5773,baseLine
459,144102.9851,distractor
460,144104.3963,baseLine
461,144105.8024,baseLine
462,144107.2118,target
463,144108.6228,distractor
464,144110.0283,target
465,144111.4335,target
466,144112.8390,baseLine
467,144114.2523,target
468,144115.6583,baseLine
469,144117.0618,baseLine
470,144118.4673,baseLine
471,144119.8764,distractor
472,144121.2802,baseLine
473,144122.6864,baseLine
474,144124.0928,baseLine
475,144125.4963,baseLine
476,144126.9021,baseLine
477,144128.3097,target
478,144129.7173,baseLine
479,144131.1215,baseLine
480,144132.5270,baseLine
481,144133.9318,baseLine
482,144135.3374,target
483,144136.7469,baseLine
484,144138.1531,distractor
485,144139.5581,baseLine
486,144140.9663,distractor
487,144142.3719,distractor
488,144143.7777,baseLine
489,144145.1822,baseLine
490,144146.5880,baseLine
491,144147.9926,baseLine
492,144149.3985,distractor
493,144150.8115,target
494,144152.2168,baseLine
495,144153.6220,baseLine
496,144155.0280,baseLine
497,144156.4334,baseLine
498,144157.8371,baseLine
499,144159.2424,baseLine
500,144160.6548,baseLine
501,144162.0588,baseLine
502,144163.4652,baseLine
503,144164.8707,baseLine
504,144166.2756,baseLine
505,144167.6817,distractor
506,144169.0862,target
507,144170.4914,target
508,144171.8977,baseLine
509,144173.3022,baseLine
510,144174.7139,baseLine
511,144176.1315,baseLine
512,144177.5369,distractor
513,144178.9406,baseLine
514,144180.3441,distractor
515,144181.7532,baseLine
516,144183.1615,baseLine
517,144184.5712,target
518,144185.9754,baseLine
519,144187.3820,target
520,144188.7890,baseLine
521,144190.1945,baseLine
522,144191.6058,baseLine
523,144193.0108,baseLine
524,144194.4214,distractor
525,144195.8248,target
526,144197.2291,baseLine
527,144198.6344,baseLine
528,144200.0383,baseLine
529,144201.4475,target
530,144202.8528,baseLine
531,144204.2560,baseLine
532,144205.6604,baseLine
533,144207.0665,target
534,144208.4727,baseLine
535,144209.8776,target
536,144211.2848,baseLine
537,144212.6894,baseLine
538,144214.0939,distractor
539,144215.4976,baseLine
540,144216.9070,baseLine
541,144218.3121,distractor
542,144219.7209,distractor
543,144221.1253,target
544,144222.5298,baseLine
545,144223.9347,baseLine
546,144225.3417,baseLine
547,144226.7471,baseLine
548,144228.1523,baseLine
549,144229.5620,distractor
550,144230.9706,target
551,144232.3752,baseLine
552,144233.7810,baseLine
553,144235.1869,baseLine
554,144236.5926,baseLine
555,144237.9994,distractor
556,144239.4039,target
557,144240.8139,distractor
558,144242.2177,baseLine
559,144243.6254,baseLine
560,144245.0322,baseLine
561,144246.4379,baseLine
562,144247.8432,baseLine
563,144249.2480,target
564,144250.6579,distractor
565,144252.0635,baseLine
566,144253.4667,distractor
567,144254.8731,baseLine
568,144256.2772,distractor
569,144257.6836,distractor
570,144259.0884,target
571,144260.4961,target
572,144261.9074,baseLine
573,144263.3134,baseLine
574,144264.7303,baseLine
575,144266.1354,distractor
576,144267.5418,baseLine
577,144268.9457,target
578,144270.3498,baseLine
579,144271.7557,distractor
580,144273.1593,target
581,144274.5675,baseLine
582,144275.9743,baseLine
583,144277.3796,baseLine
584,144278.7872,baseLine
585,144280.1911,baseLine
586,144281.5996,baseLine
587,144283.0047,baseLine
588,144284.4105,baseLine
589,144285.8189,distractor
590,144287.2244,baseLine
591,144288.6306,baseLine
592,144290.0380,baseLine
593,144291.4437,baseLine
594,144292.8513,baseLine
595,144294.2554,distractor
596,144295.6602,baseLine
597,144297.0691,baseLine
598,144298.4757,baseLine
599,144299.8881,distractor
600,144301.2929,target
601,144302.7002,baseLine
602,144304.1062,target
603,144305.5125,target
604,144309.5790,startBlock
605,144309.5957,baseLine
606,144311.0051,baseLine
607,144312.4121,target
608,144313.8173,baseLine
609,144315.2238,distractor
610,144316.6291,baseLine
611,144318.0400,target
612,144319.4461,baseLine
613,144320.8504,distractor
614,144322.2565,target
615,144323.6614,distractor
616,144325.0678,baseLine
617,144326.4740,target
618,144327.8818,baseLine
619,144329.2862,baseLine
620,144330.6904,baseLine
621,144332.0992,baseLine
622,144333.5036,baseLine
623,144334.9095,baseLine
624,144336.3184,distractor
625,144337.7232,baseLine
626,144339.1358,distractor
627,144340.5403,baseLine
628,144341.9456,baseLine
629,144343.3543,distractor
630,144344.7606,distractor
631,144346.1645,distractor
632,144347.5704,distractor
633,144348.9762,target
634,144350.3796,baseLine
635,144351.7842,baseLine
636,144353.1882,baseLine
637,144354.5938,target
638,144355.9987,baseLine
639,144357.4090,distractor
640,144358.8133,target
641,144360.2179,baseLine
642,144361.6239,baseLine
643,144363.0311,distractor
644,144364.4368,baseLine
645,144365.8416,target
646,144367.2494,baseLine
647,144368.6562,baseLine
648,144370.0611,baseLine
649,144371.4649,baseLine
650,144372.8752,baseLine
651,144374.2832,target
652,144375.6873,baseLine
653,144377.0935,baseLine
654,144378.5005,baseLine
655,144379.9067,baseLine
656,144381.3112,baseLine
657,144382.7144,baseLine
658,144384.1243,target
659,144385.5346,distractor
660,144386.9403,baseLine
661,144388.3503,target
662,144389.7551,target
663,144391.1587,baseLine
664,144392.5650,target
665,144393.9722,baseLine
666,144395.3773,distractor
667,144396.7812,target
668,144398.1872,baseLine
669,144399.5971,target
670,144401.0030,target
671,144402.4118,target
672,144403.8150,baseLine
673,144405.2210,baseLine
674,144406.6307,distractor
675,144408.0393,baseLine
676,144409.4454,baseLine
677,144410.8548,baseLine
678,144412.2616,baseLine
679,144413.6653,baseLine
680,144415.0692,baseLine
681,144416.4745,target
682,144417.8833,baseLine
683,144419.2873,baseLine
684,144420.6909,baseLine
685,144422.1021,baseLine
686,144423.5075,target
687,144424.9129,distractor
688,144426.3181,distractor
689,144427.7221,baseLine
690,144429.1298,baseLine
691,144430.5393,distractor
692,144431.9465,baseLine
693,144433.3517,baseLine
694,144434.7662,baseLine
695,144436.1702,baseLine
696,144437.5759,distractor
697,144438.9806,baseLine
698,144440.3843,distractor
699,144441.7896,distractor
700,144443.1976,baseLine
701,144444.6020,baseLine
702,144446.0060,target
703,144447.4090,baseLine
704,144448.8137,baseLine
705,144450.2204,baseLine
706,144451.6235,baseLine
707,144453.0298,baseLine
708,144454.4357,target
709,144455.8412,baseLine
710,144457.2463,distractor
711,144458.6497,baseLine
712,144460.0571,baseLine
713,144461.4628,baseLine
714,144462.8658,baseLine
715,144464.2680,baseLine
716,144465.6743,baseLine
717,144467.0798,baseLine
718,144468.4852,baseLine
719,144469.8889,baseLine
720,144471.2983,baseLine
721,144472.7053,distractor
722,144474.1150,baseLine
723,144475.5196,baseLine
724,144476.9240,baseLine
725,144478.3330,baseLine
726,144479.7391,baseLine
727,144481.1437,baseLine
728,144482.5493,baseLine
729,144483.9602,baseLine
730,144485.3669,target
731,144486.7746,baseLine
732,144488.1784,baseLine
733,144489.5838,baseLine
734,144490.9881,baseLine
735,144492.3936,baseLine
736,144493.7994,baseLine
737,144495.2067,baseLine
738,144496.6137,baseLine
739,144498.0260,distractor
740,144499.4313,baseLine
741,144500.8415,target
742,144502.2519,baseLine
743,144503.6602,baseLine
744,144505.0692,target
745,144506.4773,baseLine
746,144507.8829,distractor
747,144509.2886,baseLine
748,144510.6955,baseLine
749,144512.1011,baseLine
750,144513.5053,baseLine
751,144514.9094,baseLine
752,144516.3148,distractor
753,144517.7180,target
754,144519.1224,baseLine
755,144520.5272,baseLine
756,144521.9319,baseLine
757,144523.3388,baseLine
758,144524.7445,baseLine
759,144526.1524,baseLine
760,144527.5567,baseLine
761,144528.9615,baseLine
762,144530.3676,distractor
763,144531.7757,distractor
764,144533.1825,baseLine
765,144534.5884,baseLine
766,144535.9920,baseLine
767,144537.3969,baseLine
768,144538.8014,baseLine
769,144540.2049,baseLine
770,144541.6081,baseLine
771,144543.0130,baseLine
772,144544.4179,baseLine
773,144545.8254,baseLine
774,144547.2295,target
775,144548.6353,baseLine
776,144550.0394,baseLine
777,144551.4451,baseLine
778,144552.8521,target
779,144554.2604,baseLine
780,144555.6700,target
781,144557.0759,baseLine
782,144558.4787,target
783,144559.8828,baseLine
784,144561.2868,target
785,144562.6924,baseLine
786,144564.1054,target
787,144565.5104,target
788,144566.9145,distractor
789,144568.3232,baseLine
790,144569.7281,baseLine
791,144571.1326,baseLine
792,144572.5371,baseLine
793,144573.9447,baseLine
794,144575.3519,target
795,144576.7565,distractor
796,144578.1600,baseLine
797,144579.5637,baseLine
798,144580.9719,baseLine
799,144582.3828,baseLine
800,144583.7888,target
801,144585.1936,baseLine
802,144586.6041,distractor
803,144588.0090,baseLine
804,144589.4166,baseLine
805,144592.0796,startBlock
806,144592.0863,baseLine
807,144593.4906,distractor
808,144594.8976,distractor
809,144596.3019,distractor
810,144597.7068,baseLine
811,144599.1133,baseLine
812,144600.5207,target
813,144601.9263,baseLine
814,144603.3336,target
815,144604.7440,baseLine
816,144606.1478,baseLine
817,144607.5573,baseLine
818,144608.9643,baseLine
819,144610.3696,baseLine
820,144611.7748,baseLine
821,144613.1795,baseLine
822,144614.5879,baseLine
823,144615.9923,target
824,144617.3989,baseLine
825,144618.8022,baseLine
826,144620.2074,target
827,144621.6117,baseLine
828,144623.0188,baseLine
829,144624.4219,target
830,144625.8255,baseLine
831,144627.2299,baseLine
832,144628.6390,target
833,144630.0453,baseLine
834,144631.4498,baseLine
835,144632.8584,target
836,144634.2640,baseLine
837,144635.6686,target
838,144637.0737,baseLine
839,144638.4797,baseLine
840,144639.8850,baseLine
841,144641.2917,baseLine
842,144642.7008,baseLine
843,144644.1057,baseLine
844,144645.5106,distractor
845,144646.9149,distractor
846,144648.3188,baseLine
847,144649.7235,baseLine
848,144651.1294,baseLine
849,144652.5340,baseLine
850,144653.9383,baseLine
851,144655.3425,baseLine
852,144656.7472,baseLine
853,144658.1547,baseLine
854,144659.5658,distractor
855,144660.9727,baseLine
856,144662.3764,baseLine
857,144663.7821,baseLine
858,144665.1860,baseLine
859,144666.5938,baseLine
860,144667.9986,baseLine
861,144669.4107,distractor
862,144670.8173,baseLine
863,144672.2225,distractor
864,144673.6266,baseLine
865,144675.0315,target
866,144676.4375,baseLine
867,144677.8426,target
868,144679.2458,baseLine
869,144680.6515,baseLine
870,144682.0596,baseLine
871,144683.4677,distractor
872,144684.8751,baseLine
873,144686.2786,distractor
874,144687.6852,target
875,144689.0903,baseLine
876,144690.4937,baseLine
877,144691.9007,baseLine
878,144693.3048,baseLine
879,144694.7074,baseLine
880,144696.1164,baseLine
881,144697.5219,target
882,144698.9282,baseLine
883,144700.3327,baseLine
884,144701.7382,baseLine
885,144703.1434,baseLine
886,144704.5485,baseLine
887,144705.9540,baseLine
888,144707.3625,distractor
889,144708.7681,baseLine
890,144710.1730,distractor
891,144711.5786,baseLine
892,144712.9821,baseLine
893,144714.3867,baseLine
894,144715.7946,baseLine
895,144717.1972,distractor
896,144718.6023,distractor
897,144720.0109,baseLine
898,144721.4161,baseLine
899,144722.8263,baseLine
900,144724.2348,baseLine
901,144725.6428,baseLine
902,144727.0456,baseLine
903,144728.4498,baseLine
904,144729.8542,distractor
905,144731.2588,baseLine
906,144732.6641,baseLine
907,144734.0715,baseLine
908,144735.4774,baseLine
909,144736.8801,baseLine
910,144738.2896,baseLine
911,144739.6961,distractor
912,144741.1032,baseLine
913,144742.5078,distractor
914,144743.9131,distractor
915,144745.3173,baseLine
916,144746.7224,distractor
917,144748.1259,target
918,144749.5316,distractor
919,144750.9367,distractor
920,144752.3423,baseLine
921,144753.7464,baseLine
922,144755.1539,target
923,144756.5594,target
924,144757.9651,baseLine
925,144759.3739,baseLine
926,144760.7805,baseLine
927,144762.1905,baseLine
928,144763.5965,distractor
929,144765.0021,baseLine
930,144766.4056,baseLine
931,144767.8102,baseLine
932,144769.2145,baseLine
933,144770.6195,baseLine
934,144772.0257,baseLine
935,144773.4311,baseLine
936,144774.8352,baseLine
937,144776.2382,baseLine
938,144777.6439,baseLine
939,144779.0478,target
940,144780.4524,baseLine
941,144781.8582,baseLine
942,144783.2688,target
943,144784.6734,baseLine
944,144786.0817,baseLine
945,144787.4874,baseLine
946,144788.8919,baseLine
947,144790.2967,target
948,144791.7042,target
949,144793.1104,baseLine
950,144794.5158,target
951,144795.9218,baseLine
952,144797.3262,baseLine
953,144798.7429,baseLine
954,144800.1501,target
955,144801.5552,baseLine
956,144802.9620,distractor
957,144804.3662,baseLine
958,144805.7722,baseLine
959,144807.1768,baseLine
960,144808.5829,baseLine
961,144809.9895,baseLine
962,144811.3959,distractor
963,144812.8024,baseLine
964,144814.2085,baseLine
965,144815.6135,baseLine
966,144817.0172,baseLine
967,144818.4246,baseLine
968,144819.8296,baseLine
969,144821.2352,baseLine
970,144822.6388,baseLine
971,144824.0469,baseLine
972,144825.4565,distractor
973,144826.8623,distractor
974,144828.2683,baseLine
975,144829.6745,baseLine
976,144831.0788,baseLine
977,144832.4834,distractor
978,144833.8968,baseLine
979,144835.3013,baseLine
980,144836.7051,baseLine
981,144838.1105,baseLine
982,144839.5142,baseLine
983,144840.9233,baseLine
984,144842.3271,baseLine
985,144843.7337,baseLine
986,144845.1378,baseLine
987,144846.5455,target
988,144847.9490,baseLine
989,144849.3528,baseLine
990,144850.7607,baseLine
991,144852.1657,baseLine
992,144853.5741,baseLine
993,144854.9796,baseLine
994,144856.3868,target
995,144857.7931,target
996,144859.2013,baseLine
997,144860.6051,baseLine
998,144862.0097,baseLine
999,144863.4218,baseLine
1000,144864.8259,distractor
1001,144866.2300,baseLine
1002,144867.6345,baseLine
1003,144869.0398,baseLine
1004,144870.4442,baseLine
1005,144871.8497,baseLine
