5.1394 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
148839.2133 	EXP 	distractor
148840.6206 	EXP 	baseLine
148842.0250 	EXP 	baseLine
148843.4279 	EXP 	baseLine
148844.8319 	EXP 	baseLine
148846.2382 	EXP 	target
148847.6421 	EXP 	baseLine
148849.0477 	EXP 	distractor
148850.4507 	EXP 	baseLine
148851.8549 	EXP 	baseLine
148853.2583 	EXP 	baseLine
148854.6622 	EXP 	baseLine
148856.0658 	EXP 	baseLine
148857.4708 	EXP 	baseLine
148858.8771 	EXP 	baseLine
148860.2854 	EXP 	baseLine
148861.6882 	EXP 	baseLine
148863.0938 	EXP 	baseLine
148864.4975 	EXP 	target
148865.9008 	EXP 	baseLine
148867.3036 	EXP 	baseLine
148868.7073 	EXP 	distractor
148870.1097 	EXP 	baseLine
148871.5139 	EXP 	baseLine
148872.9175 	EXP 	baseLine
148874.3217 	EXP 	baseLine
148875.7267 	EXP 	baseLine
148877.1307 	EXP 	baseLine
148878.5343 	EXP 	baseLine
148879.9375 	EXP 	baseLine
148881.3424 	EXP 	distractor
148882.7475 	EXP 	baseLine
148884.1520 	EXP 	baseLine
148885.5566 	EXP 	baseLine
148886.9599 	EXP 	baseLine
148888.3643 	EXP 	baseLine
148889.7672 	EXP 	baseLine
148891.1757 	EXP 	distractor
148892.5803 	EXP 	baseLine
148893.9854 	EXP 	target
148895.3898 	EXP 	baseLine
148896.7945 	EXP 	baseLine
148898.2002 	EXP 	target
148899.6048 	EXP 	baseLine
148901.0083 	EXP 	target
148902.4148 	EXP 	baseLine
148903.8183 	EXP 	baseLine
148905.2221 	EXP 	baseLine
148906.6259 	EXP 	baseLine
148908.0284 	EXP 	baseLine
148909.4316 	EXP 	baseLine
148910.8340 	EXP 	baseLine
148912.2385 	EXP 	baseLine
148913.6431 	EXP 	baseLine
148915.0469 	EXP 	baseLine
148916.4505 	EXP 	baseLine
148917.8531 	EXP 	baseLine
148919.2580 	EXP 	baseLine
148920.6618 	EXP 	target
148922.0650 	EXP 	distractor
148923.4703 	EXP 	target
148924.8740 	EXP 	baseLine
148926.2775 	EXP 	baseLine
148927.6814 	EXP 	baseLine
148929.0855 	EXP 	baseLine
148930.4882 	EXP 	baseLine
148931.8916 	EXP 	baseLine
148933.2974 	EXP 	baseLine
148934.7027 	EXP 	baseLine
148936.1066 	EXP 	distractor
148937.5129 	EXP 	baseLine
148938.9164 	EXP 	distractor
148940.3213 	EXP 	baseLine
148941.7247 	EXP 	baseLine
148943.1268 	EXP 	baseLine
148944.5308 	EXP 	baseLine
148945.9348 	EXP 	baseLine
148947.3429 	EXP 	baseLine
148948.7490 	EXP 	target
148950.1519 	EXP 	baseLine
148957.4817 	DATA 	Keypress: space
148957.4839 	EXP 	startBlock
148957.4957 	EXP 	baseLine
148958.9008 	EXP 	distractor
148960.3038 	EXP 	baseLine
148961.7065 	EXP 	distractor
148963.1111 	EXP 	distractor
148964.5177 	EXP 	baseLine
148965.9204 	EXP 	baseLine
148967.3287 	EXP 	baseLine
148968.7346 	EXP 	baseLine
148970.1384 	EXP 	baseLine
148971.5412 	EXP 	distractor
148972.9452 	EXP 	baseLine
148974.3483 	EXP 	baseLine
148975.7532 	EXP 	target
148977.1571 	EXP 	baseLine
148978.5614 	EXP 	baseLine
148979.9666 	EXP 	baseLine
148981.3723 	EXP 	baseLine
148982.7761 	EXP 	baseLine
148984.1798 	EXP 	baseLine
148985.5862 	EXP 	target
148986.9933 	EXP 	baseLine
148988.3981 	EXP 	distractor
148989.8007 	EXP 	baseLine
148991.2051 	EXP 	baseLine
148992.6083 	EXP 	baseLine
148994.0118 	EXP 	baseLine
148995.4155 	EXP 	baseLine
148996.8186 	EXP 	baseLine
148998.2224 	EXP 	baseLine
148999.6310 	EXP 	baseLine
149001.0356 	EXP 	baseLine
149002.4403 	EXP 	baseLine
149003.8446 	EXP 	baseLine
149005.2489 	EXP 	baseLine
149006.6535 	EXP 	baseLine
149008.0565 	EXP 	baseLine
149009.4603 	EXP 	distractor
149010.8677 	EXP 	target
149012.2754 	EXP 	baseLine
149013.6784 	EXP 	baseLine
149015.0827 	EXP 	baseLine
149016.4852 	EXP 	baseLine
149017.8895 	EXP 	baseLine
149019.2921 	EXP 	baseLine
149020.6980 	EXP 	target
149022.1016 	EXP 	target
149023.5043 	EXP 	baseLine
149024.9077 	EXP 	baseLine
149026.3113 	EXP 	baseLine
149027.7154 	EXP 	baseLine
149029.1199 	EXP 	baseLine
149030.5239 	EXP 	baseLine
149031.9266 	EXP 	baseLine
149033.3308 	EXP 	baseLine
149034.7357 	EXP 	baseLine
149036.1384 	EXP 	baseLine
149037.5425 	EXP 	target
149038.9447 	EXP 	distractor
149040.3481 	EXP 	distractor
149041.7524 	EXP 	baseLine
149043.1558 	EXP 	baseLine
149044.5594 	EXP 	baseLine
149045.9663 	EXP 	baseLine
149047.3714 	EXP 	distractor
149048.7767 	EXP 	baseLine
149050.1834 	EXP 	baseLine
149051.5875 	EXP 	baseLine
149052.9897 	EXP 	baseLine
149054.3928 	EXP 	target
149055.7988 	EXP 	baseLine
149057.2020 	EXP 	target
149058.6072 	EXP 	distractor
149060.0102 	EXP 	baseLine
149061.4144 	EXP 	baseLine
149062.8210 	EXP 	baseLine
149064.2260 	EXP 	baseLine
149065.6312 	EXP 	baseLine
149067.0346 	EXP 	distractor
149068.4414 	EXP 	distractor
149069.8449 	EXP 	distractor
149071.2481 	EXP 	target
149072.6515 	EXP 	baseLine
149074.0569 	EXP 	target
149075.4608 	EXP 	baseLine
149076.8648 	EXP 	distractor
149078.2700 	EXP 	target
149079.6735 	EXP 	baseLine
149081.0778 	EXP 	baseLine
149082.4869 	EXP 	baseLine
149083.8950 	EXP 	baseLine
149085.3003 	EXP 	baseLine
149086.7038 	EXP 	distractor
149088.1074 	EXP 	baseLine
149089.5103 	EXP 	distractor
149090.9171 	EXP 	baseLine
149092.3250 	EXP 	baseLine
149093.7296 	EXP 	baseLine
149095.1352 	EXP 	baseLine
149096.5389 	EXP 	baseLine
149097.9424 	EXP 	target
149099.3492 	EXP 	baseLine
149100.7526 	EXP 	target
149102.1583 	EXP 	baseLine
149103.5634 	EXP 	baseLine
149104.9661 	EXP 	baseLine
149106.3713 	EXP 	target
149107.7759 	EXP 	distractor
149109.1799 	EXP 	target
149110.5840 	EXP 	distractor
149111.9874 	EXP 	baseLine
149113.3903 	EXP 	baseLine
149114.7986 	EXP 	baseLine
149116.2016 	EXP 	baseLine
149117.6072 	EXP 	baseLine
149119.0117 	EXP 	baseLine
149120.4183 	EXP 	baseLine
149121.8223 	EXP 	baseLine
149123.2256 	EXP 	target
149124.6323 	EXP 	baseLine
149126.0351 	EXP 	baseLine
149127.4390 	EXP 	baseLine
149128.8426 	EXP 	baseLine
149130.2485 	EXP 	baseLine
149131.6510 	EXP 	distractor
149133.0551 	EXP 	baseLine
149134.4584 	EXP 	target
149135.8626 	EXP 	baseLine
149137.2658 	EXP 	baseLine
149138.6719 	EXP 	baseLine
149140.0782 	EXP 	baseLine
149141.4823 	EXP 	baseLine
149142.8859 	EXP 	baseLine
149144.2903 	EXP 	baseLine
149145.6950 	EXP 	distractor
149147.1008 	EXP 	baseLine
149148.5053 	EXP 	baseLine
149149.9124 	EXP 	baseLine
149151.3186 	EXP 	baseLine
149152.7214 	EXP 	baseLine
149154.1272 	EXP 	distractor
149155.5309 	EXP 	baseLine
149156.9348 	EXP 	baseLine
149158.3383 	EXP 	baseLine
149159.7421 	EXP 	baseLine
149161.1474 	EXP 	baseLine
149162.5527 	EXP 	baseLine
149163.9569 	EXP 	baseLine
149165.3630 	EXP 	baseLine
149166.7695 	EXP 	baseLine
149168.1737 	EXP 	distractor
149169.5819 	EXP 	baseLine
149170.9880 	EXP 	baseLine
149172.3929 	EXP 	baseLine
149173.7968 	EXP 	baseLine
149175.2005 	EXP 	baseLine
149176.6033 	EXP 	target
149178.0057 	EXP 	baseLine
149179.4098 	EXP 	baseLine
149180.8120 	EXP 	baseLine
149182.2160 	EXP 	baseLine
149183.6212 	EXP 	baseLine
149185.0275 	EXP 	baseLine
149186.4303 	EXP 	baseLine
149187.8338 	EXP 	baseLine
149189.2381 	EXP 	baseLine
149190.6419 	EXP 	baseLine
149192.0446 	EXP 	baseLine
149193.4483 	EXP 	distractor
149194.8533 	EXP 	distractor
149196.2564 	EXP 	target
149197.6607 	EXP 	baseLine
149199.0643 	EXP 	baseLine
149200.4687 	EXP 	target
149201.8748 	EXP 	baseLine
149203.2778 	EXP 	baseLine
149204.6818 	EXP 	baseLine
149206.0892 	EXP 	target
149207.4960 	EXP 	baseLine
149208.8995 	EXP 	distractor
149210.3024 	EXP 	baseLine
149211.7064 	EXP 	baseLine
149213.1110 	EXP 	distractor
149214.5148 	EXP 	baseLine
149215.9187 	EXP 	distractor
149217.3246 	EXP 	baseLine
149218.7295 	EXP 	distractor
149220.1331 	EXP 	baseLine
149221.5382 	EXP 	baseLine
149222.9423 	EXP 	baseLine
149224.3457 	EXP 	baseLine
149225.7487 	EXP 	baseLine
149227.1539 	EXP 	baseLine
149228.5610 	EXP 	distractor
149229.9694 	EXP 	baseLine
149231.3711 	EXP 	baseLine
149232.7745 	EXP 	baseLine
149234.1785 	EXP 	baseLine
149235.5814 	EXP 	baseLine
149236.9852 	EXP 	distractor
149247.7898 	DATA 	Keypress: space
149247.7909 	EXP 	startBlock
149247.8004 	EXP 	distractor
149249.2056 	EXP 	baseLine
149250.6089 	EXP 	target
149252.0125 	EXP 	distractor
149253.4152 	EXP 	baseLine
149254.8208 	EXP 	baseLine
149256.2246 	EXP 	distractor
149257.6283 	EXP 	baseLine
149259.0320 	EXP 	baseLine
149260.4360 	EXP 	baseLine
149261.8447 	EXP 	baseLine
149263.2508 	EXP 	target
149264.6549 	EXP 	baseLine
149266.0583 	EXP 	baseLine
149267.4617 	EXP 	baseLine
149268.8681 	EXP 	baseLine
149270.2724 	EXP 	baseLine
149271.6769 	EXP 	baseLine
149273.0808 	EXP 	baseLine
149274.4843 	EXP 	baseLine
149275.8881 	EXP 	baseLine
149277.2919 	EXP 	distractor
149278.6973 	EXP 	target
149280.1046 	EXP 	baseLine
149281.5108 	EXP 	baseLine
149282.9152 	EXP 	baseLine
149284.3185 	EXP 	baseLine
149285.7229 	EXP 	target
149287.1293 	EXP 	baseLine
149288.5336 	EXP 	target
149289.9381 	EXP 	baseLine
149291.3424 	EXP 	baseLine
149292.7460 	EXP 	baseLine
149294.1496 	EXP 	baseLine
149295.5535 	EXP 	distractor
149296.9564 	EXP 	baseLine
149298.3616 	EXP 	distractor
149299.7654 	EXP 	baseLine
149301.1679 	EXP 	baseLine
149302.5761 	EXP 	baseLine
149303.9794 	EXP 	baseLine
149305.3822 	EXP 	baseLine
149306.7868 	EXP 	baseLine
149308.1915 	EXP 	distractor
149309.5973 	EXP 	distractor
149311.0022 	EXP 	baseLine
149312.4065 	EXP 	target
149313.8094 	EXP 	baseLine
149315.2121 	EXP 	baseLine
149316.6166 	EXP 	baseLine
149318.0220 	EXP 	baseLine
149319.4257 	EXP 	baseLine
149320.8281 	EXP 	baseLine
149322.2328 	EXP 	baseLine
149323.6361 	EXP 	baseLine
149325.0430 	EXP 	baseLine
149326.4463 	EXP 	baseLine
149327.8501 	EXP 	baseLine
149329.2549 	EXP 	baseLine
149330.6592 	EXP 	baseLine
149332.0633 	EXP 	target
149333.4661 	EXP 	baseLine
149334.8682 	EXP 	distractor
149336.2747 	EXP 	baseLine
149337.6785 	EXP 	baseLine
149339.0810 	EXP 	baseLine
149340.4843 	EXP 	baseLine
149341.8862 	EXP 	baseLine
149343.2901 	EXP 	target
149344.6961 	EXP 	baseLine
149346.0999 	EXP 	baseLine
149347.5036 	EXP 	target
149348.9068 	EXP 	baseLine
149350.3117 	EXP 	baseLine
149351.7147 	EXP 	distractor
149353.1179 	EXP 	target
149354.5217 	EXP 	baseLine
149355.9258 	EXP 	target
149357.3291 	EXP 	baseLine
149358.7347 	EXP 	baseLine
149360.1378 	EXP 	target
149361.5428 	EXP 	baseLine
149362.9453 	EXP 	baseLine
149364.3496 	EXP 	distractor
149365.7538 	EXP 	baseLine
149367.1592 	EXP 	distractor
149368.5637 	EXP 	baseLine
149369.9672 	EXP 	target
149371.3702 	EXP 	baseLine
149372.7771 	EXP 	target
149374.1835 	EXP 	distractor
149375.5914 	EXP 	baseLine
149376.9951 	EXP 	baseLine
149378.4022 	EXP 	baseLine
149379.8053 	EXP 	baseLine
149381.2123 	EXP 	target
149382.6169 	EXP 	distractor
149384.0219 	EXP 	baseLine
149385.4284 	EXP 	baseLine
149386.8355 	EXP 	baseLine
149388.2455 	EXP 	target
149389.6500 	EXP 	baseLine
149391.0558 	EXP 	baseLine
149392.4588 	EXP 	baseLine
149393.8621 	EXP 	baseLine
149395.2657 	EXP 	baseLine
149396.6703 	EXP 	baseLine
149398.0739 	EXP 	baseLine
149399.4786 	EXP 	baseLine
149400.8831 	EXP 	baseLine
149402.2880 	EXP 	baseLine
149403.6913 	EXP 	baseLine
149405.0959 	EXP 	baseLine
149406.4989 	EXP 	baseLine
149407.9036 	EXP 	baseLine
149409.3098 	EXP 	baseLine
149410.7129 	EXP 	target
149412.1175 	EXP 	target
149413.5235 	EXP 	baseLine
149414.9267 	EXP 	distractor
149416.3307 	EXP 	baseLine
149417.7361 	EXP 	target
149419.1397 	EXP 	distractor
149420.5431 	EXP 	baseLine
149421.9483 	EXP 	baseLine
149423.3522 	EXP 	baseLine
149424.7556 	EXP 	baseLine
149426.1584 	EXP 	baseLine
149427.5610 	EXP 	target
149428.9677 	EXP 	distractor
149430.3730 	EXP 	target
149431.7788 	EXP 	target
149433.1825 	EXP 	baseLine
149434.5867 	EXP 	baseLine
149435.9892 	EXP 	baseLine
149437.3919 	EXP 	baseLine
149438.7974 	EXP 	baseLine
149440.2005 	EXP 	baseLine
149441.6045 	EXP 	baseLine
149443.0081 	EXP 	baseLine
149444.4110 	EXP 	baseLine
149445.8137 	EXP 	distractor
149447.2197 	EXP 	baseLine
149448.6253 	EXP 	distractor
149450.0287 	EXP 	baseLine
149451.4327 	EXP 	baseLine
149452.8357 	EXP 	baseLine
149454.2423 	EXP 	baseLine
149455.6465 	EXP 	baseLine
149457.0487 	EXP 	target
149458.4560 	EXP 	baseLine
149459.8593 	EXP 	baseLine
149461.2660 	EXP 	distractor
149462.6713 	EXP 	baseLine
149464.0762 	EXP 	baseLine
149465.4808 	EXP 	baseLine
149466.8833 	EXP 	target
149468.2865 	EXP 	target
149469.6890 	EXP 	baseLine
149471.0922 	EXP 	baseLine
149472.4971 	EXP 	baseLine
149473.9001 	EXP 	target
149475.3040 	EXP 	distractor
149476.7077 	EXP 	baseLine
149478.1115 	EXP 	baseLine
149479.5158 	EXP 	target
149480.9186 	EXP 	baseLine
149482.3232 	EXP 	baseLine
149483.7297 	EXP 	target
149485.1340 	EXP 	baseLine
149486.5404 	EXP 	distractor
149487.9481 	EXP 	baseLine
149489.3512 	EXP 	baseLine
149490.7570 	EXP 	baseLine
149492.1601 	EXP 	baseLine
149493.5633 	EXP 	baseLine
149494.9672 	EXP 	baseLine
149496.3711 	EXP 	baseLine
149497.7745 	EXP 	baseLine
149499.1783 	EXP 	baseLine
149500.5821 	EXP 	baseLine
149501.9860 	EXP 	baseLine
149503.3910 	EXP 	baseLine
149504.7984 	EXP 	baseLine
149506.2048 	EXP 	baseLine
149507.6092 	EXP 	baseLine
149509.0143 	EXP 	baseLine
149510.4182 	EXP 	baseLine
149511.8218 	EXP 	baseLine
149513.2255 	EXP 	baseLine
149514.6309 	EXP 	baseLine
149516.0346 	EXP 	baseLine
149517.4383 	EXP 	distractor
149518.8422 	EXP 	distractor
149520.2458 	EXP 	baseLine
149521.6486 	EXP 	baseLine
149523.0512 	EXP 	baseLine
149524.4544 	EXP 	baseLine
149525.8622 	EXP 	distractor
149527.2664 	EXP 	baseLine
149534.5813 	DATA 	Keypress: space
149534.5835 	EXP 	startBlock
149534.5905 	EXP 	target
149535.9946 	EXP 	baseLine
149537.3971 	EXP 	distractor
149538.8025 	EXP 	baseLine
149540.2080 	EXP 	baseLine
149541.6153 	EXP 	distractor
149543.0203 	EXP 	baseLine
149544.4255 	EXP 	target
149545.8281 	EXP 	baseLine
149547.2341 	EXP 	baseLine
149548.6382 	EXP 	baseLine
149550.0451 	EXP 	baseLine
149551.4504 	EXP 	baseLine
149552.8551 	EXP 	baseLine
149554.2585 	EXP 	baseLine
149555.6653 	EXP 	baseLine
149557.0706 	EXP 	baseLine
149558.4734 	EXP 	baseLine
149559.8812 	EXP 	baseLine
149561.2890 	EXP 	baseLine
149562.6928 	EXP 	baseLine
149564.0959 	EXP 	baseLine
149565.5008 	EXP 	baseLine
149566.9052 	EXP 	baseLine
149568.3078 	EXP 	baseLine
149569.7119 	EXP 	baseLine
149571.1182 	EXP 	baseLine
149572.5204 	EXP 	baseLine
149573.9231 	EXP 	baseLine
149575.3276 	EXP 	baseLine
149576.7303 	EXP 	baseLine
149578.1341 	EXP 	target
149579.5375 	EXP 	distractor
149580.9417 	EXP 	target
149582.3449 	EXP 	baseLine
149583.7478 	EXP 	baseLine
149585.1510 	EXP 	baseLine
149586.5551 	EXP 	baseLine
149587.9593 	EXP 	baseLine
149589.3640 	EXP 	distractor
149590.7671 	EXP 	distractor
149592.1744 	EXP 	distractor
149593.5806 	EXP 	distractor
149594.9854 	EXP 	baseLine
149596.3877 	EXP 	baseLine
149597.7921 	EXP 	baseLine
149599.1976 	EXP 	target
149600.6009 	EXP 	baseLine
149602.0045 	EXP 	baseLine
149603.4119 	EXP 	baseLine
149604.8161 	EXP 	distractor
149606.2196 	EXP 	target
149607.6247 	EXP 	baseLine
149609.0299 	EXP 	distractor
149610.4341 	EXP 	baseLine
149611.8387 	EXP 	baseLine
149613.2426 	EXP 	baseLine
149614.6490 	EXP 	target
149616.0542 	EXP 	baseLine
149617.4585 	EXP 	baseLine
149618.8624 	EXP 	baseLine
149620.2660 	EXP 	distractor
149621.6697 	EXP 	baseLine
149623.0731 	EXP 	target
149624.4767 	EXP 	baseLine
149625.8795 	EXP 	baseLine
149627.2837 	EXP 	baseLine
149628.6866 	EXP 	baseLine
149630.0894 	EXP 	baseLine
149631.4922 	EXP 	baseLine
149632.8965 	EXP 	baseLine
149634.3041 	EXP 	target
149635.7076 	EXP 	target
149637.1110 	EXP 	distractor
149638.5153 	EXP 	baseLine
149639.9196 	EXP 	baseLine
149641.3216 	EXP 	target
149642.7259 	EXP 	baseLine
149644.1336 	EXP 	baseLine
149645.5381 	EXP 	baseLine
149646.9432 	EXP 	baseLine
149648.3471 	EXP 	baseLine
149649.7509 	EXP 	target
149651.1563 	EXP 	baseLine
149652.5620 	EXP 	baseLine
149653.9668 	EXP 	baseLine
149655.3694 	EXP 	baseLine
149656.7736 	EXP 	baseLine
149658.1782 	EXP 	baseLine
149659.5810 	EXP 	distractor
149660.9844 	EXP 	target
149662.3887 	EXP 	baseLine
149663.7925 	EXP 	baseLine
149665.1951 	EXP 	baseLine
149666.5997 	EXP 	target
149668.0054 	EXP 	baseLine
149669.4096 	EXP 	baseLine
149670.8135 	EXP 	baseLine
149672.2172 	EXP 	baseLine
149673.6209 	EXP 	baseLine
149675.0243 	EXP 	baseLine
149676.4273 	EXP 	target
149677.8303 	EXP 	baseLine
149679.2324 	EXP 	target
149680.6372 	EXP 	baseLine
149682.0402 	EXP 	target
149683.4431 	EXP 	baseLine
149684.8494 	EXP 	baseLine
149686.2561 	EXP 	target
149687.6601 	EXP 	target
149689.0640 	EXP 	baseLine
149690.4686 	EXP 	baseLine
149691.8728 	EXP 	baseLine
149693.2762 	EXP 	baseLine
149694.6801 	EXP 	baseLine
149696.0831 	EXP 	baseLine
149697.4876 	EXP 	baseLine
149698.8929 	EXP 	baseLine
149700.2972 	EXP 	baseLine
149701.7057 	EXP 	distractor
149703.1093 	EXP 	baseLine
149704.5130 	EXP 	baseLine
149705.9158 	EXP 	target
149707.3199 	EXP 	baseLine
149708.7268 	EXP 	target
149710.1339 	EXP 	baseLine
149711.5385 	EXP 	baseLine
149712.9425 	EXP 	baseLine
149714.3449 	EXP 	baseLine
149715.7523 	EXP 	target
149717.1563 	EXP 	distractor
149718.5588 	EXP 	baseLine
149719.9624 	EXP 	baseLine
149721.3669 	EXP 	baseLine
149722.7692 	EXP 	baseLine
149724.1756 	EXP 	baseLine
149725.5785 	EXP 	baseLine
149726.9846 	EXP 	target
149728.3911 	EXP 	baseLine
149729.7950 	EXP 	target
149731.1968 	EXP 	target
149732.5996 	EXP 	baseLine
149734.0027 	EXP 	baseLine
149735.4055 	EXP 	target
149736.8091 	EXP 	baseLine
149738.2130 	EXP 	baseLine
149739.6154 	EXP 	baseLine
149741.0181 	EXP 	target
149742.4219 	EXP 	distractor
149743.8259 	EXP 	baseLine
149745.2298 	EXP 	target
149746.6354 	EXP 	baseLine
149748.0400 	EXP 	distractor
149749.4447 	EXP 	baseLine
149750.8513 	EXP 	baseLine
149752.2550 	EXP 	baseLine
149753.6585 	EXP 	baseLine
149755.0612 	EXP 	baseLine
149756.4641 	EXP 	baseLine
149757.8683 	EXP 	distractor
149759.2722 	EXP 	baseLine
149760.6761 	EXP 	target
149762.0790 	EXP 	target
149763.4828 	EXP 	distractor
149764.8863 	EXP 	baseLine
149766.2913 	EXP 	target
149767.6948 	EXP 	baseLine
149769.0992 	EXP 	target
149770.5069 	EXP 	baseLine
149771.9103 	EXP 	baseLine
149773.3131 	EXP 	baseLine
149774.7166 	EXP 	baseLine
149776.1193 	EXP 	baseLine
149777.5254 	EXP 	baseLine
149778.9288 	EXP 	baseLine
149780.3319 	EXP 	distractor
149781.7358 	EXP 	target
149783.1382 	EXP 	baseLine
149784.5421 	EXP 	distractor
149785.9460 	EXP 	distractor
149787.3490 	EXP 	baseLine
149788.7536 	EXP 	baseLine
149790.1563 	EXP 	distractor
149791.5595 	EXP 	baseLine
149792.9638 	EXP 	baseLine
149794.3672 	EXP 	distractor
149795.7709 	EXP 	baseLine
149797.1740 	EXP 	baseLine
149798.5778 	EXP 	distractor
149799.9834 	EXP 	distractor
149801.3860 	EXP 	baseLine
149802.7890 	EXP 	baseLine
149804.1928 	EXP 	distractor
149805.5957 	EXP 	baseLine
149807.0004 	EXP 	baseLine
149808.4031 	EXP 	baseLine
149809.8068 	EXP 	baseLine
149811.2109 	EXP 	baseLine
149812.6153 	EXP 	baseLine
149814.0187 	EXP 	baseLine
149819.4525 	DATA 	Keypress: space
149819.4537 	EXP 	startBlock
149819.4648 	EXP 	baseLine
149820.8697 	EXP 	baseLine
149822.2749 	EXP 	baseLine
149823.6797 	EXP 	baseLine
149825.0841 	EXP 	baseLine
149826.4914 	EXP 	baseLine
149827.8953 	EXP 	target
149829.2987 	EXP 	baseLine
149830.7055 	EXP 	target
149832.1097 	EXP 	target
149833.5128 	EXP 	baseLine
149834.9167 	EXP 	baseLine
149836.3205 	EXP 	baseLine
149837.7245 	EXP 	distractor
149839.1288 	EXP 	baseLine
149840.5354 	EXP 	baseLine
149841.9400 	EXP 	distractor
149843.3475 	EXP 	baseLine
149844.7527 	EXP 	baseLine
149846.1579 	EXP 	baseLine
