index,timeStamp,description
220,148981.3723,baseLine
221,148982.7761,baseLine
222,148984.1798,baseLine
223,148985.5862,target
224,148986.9933,baseLine
225,148988.3981,distractor
226,148989.8007,baseLine
227,148991.2051,baseLine
228,148992.6083,baseLine
229,148994.0118,baseLine
230,148995.4155,baseLine
231,148996.8186,baseLine
232,148998.2224,baseLine
233,148999.6310,baseLine
234,149001.0356,baseLine
235,149002.4403,baseLine
236,149003.8446,baseLine
237,149005.2489,baseLine
238,149006.6535,baseLine
239,149008.0565,baseLine
240,149009.4603,distractor
241,149010.8677,target
242,149012.2754,baseLine
243,149013.6784,baseLine
244,149015.0827,baseLine
245,149016.4852,baseLine
246,149017.8895,baseLine
247,149019.2921,baseLine
248,149020.6980,target
249,149022.1016,target
250,149023.5043,baseLine
251,149024.9077,baseLine
252,149026.3113,baseLine
253,149027.7154,baseLine
254,149029.1199,baseLine
255,149030.5239,baseLine
256,149031.9266,baseLine
257,149033.3308,baseLine
258,149034.7357,baseLine
259,149036.1384,baseLine
260,149037.5425,target
261,149038.9447,distractor
262,149040.3481,distractor
263,149041.7524,baseLine
264,149043.1558,baseLine
265,149044.5594,baseLine
266,149045.9663,baseLine
267,149047.3714,distractor
268,149048.7767,baseLine
269,149050.1834,baseLine
270,149051.5875,baseLine
271,149052.9897,baseLine
272,149054.3928,target
273,149055.7988,baseLine
274,149057.2020,target
275,149058.6072,distractor
276,149060.0102,baseLine
277,149061.4144,baseLine
278,149062.8210,baseLine
279,149064.2260,baseLine
280,149065.6312,baseLine
281,149067.0346,distractor
282,149068.4414,distractor
283,149069.8449,distractor
284,149071.2481,target
285,149072.6515,baseLine
286,149074.0569,target
287,149075.4608,baseLine
288,149076.8648,distractor
289,149078.2700,target
290,149079.6735,baseLine
291,149081.0778,baseLine
292,149082.4869,baseLine
293,149083.8950,baseLine
294,149085.3003,baseLine
295,149086.7038,distractor
296,149088.1074,baseLine
297,149089.5103,distractor
298,149090.9171,baseLine
299,149092.3250,baseLine
300,149093.7296,baseLine
301,149095.1352,baseLine
302,149096.5389,baseLine
303,149097.9424,target
304,149099.3492,baseLine
305,149100.7526,target
306,149102.1583,baseLine
307,149103.5634,baseLine
308,149104.9661,baseLine
309,149106.3713,target
310,149107.7759,distractor
311,149109.1799,target
312,149110.5840,distractor
313,149111.9874,baseLine
314,149113.3903,baseLine
315,149114.7986,baseLine
316,149116.2016,baseLine
317,149117.6072,baseLine
318,149119.0117,baseLine
319,149120.4183,baseLine
320,149121.8223,baseLine
321,149123.2256,target
322,149124.6323,baseLine
323,149126.0351,baseLine
324,149127.4390,baseLine
325,149128.8426,baseLine
326,149130.2485,baseLine
327,149131.6510,distractor
328,149133.0551,baseLine
329,149134.4584,target
330,149135.8626,baseLine
331,149137.2658,baseLine
332,149138.6719,baseLine
333,149140.0782,baseLine
334,149141.4823,baseLine
335,149142.8859,baseLine
336,149144.2903,baseLine
337,149145.6950,distractor
338,149147.1008,baseLine
339,149148.5053,baseLine
340,149149.9124,baseLine
341,149151.3186,baseLine
342,149152.7214,baseLine
343,149154.1272,distractor
344,149155.5309,baseLine
345,149156.9348,baseLine
346,149158.3383,baseLine
347,149159.7421,baseLine
348,149161.1474,baseLine
349,149162.5527,baseLine
350,149163.9569,baseLine
351,149165.3630,baseLine
352,149166.7695,baseLine
353,149168.1737,distractor
354,149169.5819,baseLine
355,149170.9880,baseLine
356,149172.3929,baseLine
357,149173.7968,baseLine
358,149175.2005,baseLine
359,149176.6033,target
360,149178.0057,baseLine
361,149179.4098,baseLine
362,149180.8120,baseLine
363,149182.2160,baseLine
364,149183.6212,baseLine
365,149185.0275,baseLine
366,149186.4303,baseLine
367,149187.8338,baseLine
368,149189.2381,baseLine
369,149190.6419,baseLine
370,149192.0446,baseLine
371,149193.4483,distractor
372,149194.8533,distractor
373,149196.2564,target
374,149197.6607,baseLine
375,149199.0643,baseLine
376,149200.4687,target
377,149201.8748,baseLine
378,149203.2778,baseLine
379,149204.6818,baseLine
380,149206.0892,target
381,149207.4960,baseLine
382,149208.8995,distractor
383,149210.3024,baseLine
384,149211.7064,baseLine
385,149213.1110,distractor
386,149214.5148,baseLine
387,149215.9187,distractor
388,149217.3246,baseLine
389,149218.7295,distractor
390,149220.1331,baseLine
391,149221.5382,baseLine
392,149222.9423,baseLine
393,149224.3457,baseLine
394,149225.7487,baseLine
395,149227.1539,baseLine
396,149228.5610,distractor
397,149229.9694,baseLine
398,149231.3711,baseLine
399,149232.7745,baseLine
400,149234.1785,baseLine
401,149235.5814,baseLine
402,149236.9852,distractor
403,149247.7909,startBlock
404,149247.8004,distractor
405,149249.2056,baseLine
406,149250.6089,target
407,149252.0125,distractor
408,149253.4152,baseLine
409,149254.8208,baseLine
410,149256.2246,distractor
411,149257.6283,baseLine
412,149259.0320,baseLine
413,149260.4360,baseLine
414,149261.8447,baseLine
415,149263.2508,target
416,149264.6549,baseLine
417,149266.0583,baseLine
418,149267.4617,baseLine
419,149268.8681,baseLine
420,149270.2724,baseLine
421,149271.6769,baseLine
422,149273.0808,baseLine
423,149274.4843,baseLine
424,149275.8881,baseLine
425,149277.2919,distractor
426,149278.6973,target
427,149280.1046,baseLine
428,149281.5108,baseLine
429,149282.9152,baseLine
430,149284.3185,baseLine
431,149285.7229,target
432,149287.1293,baseLine
433,149288.5336,target
434,149289.9381,baseLine
435,149291.3424,baseLine
436,149292.7460,baseLine
437,149294.1496,baseLine
438,149295.5535,distractor
439,149296.9564,baseLine
440,149298.3616,distractor
441,149299.7654,baseLine
442,149301.1679,baseLine
443,149302.5761,baseLine
444,149303.9794,baseLine
445,149305.3822,baseLine
446,149306.7868,baseLine
447,149308.1915,distractor
448,149309.5973,distractor
449,149311.0022,baseLine
450,149312.4065,target
451,149313.8094,baseLine
452,149315.2121,baseLine
453,149316.6166,baseLine
454,149318.0220,baseLine
455,149319.4257,baseLine
456,149320.8281,baseLine
457,149322.2328,baseLine
458,149323.6361,baseLine
459,149325.0430,baseLine
460,149326.4463,baseLine
461,149327.8501,baseLine
462,149329.2549,baseLine
463,149330.6592,baseLine
464,149332.0633,target
465,149333.4661,baseLine
466,149334.8682,distractor
467,149336.2747,baseLine
468,149337.6785,baseLine
469,149339.0810,baseLine
470,149340.4843,baseLine
471,149341.8862,baseLine
472,149343.2901,target
473,149344.6961,baseLine
474,149346.0999,baseLine
475,149347.5036,target
476,149348.9068,baseLine
477,149350.3117,baseLine
478,149351.7147,distractor
479,149353.1179,target
480,149354.5217,baseLine
481,149355.9258,target
482,149357.3291,baseLine
483,149358.7347,baseLine
484,149360.1378,target
485,149361.5428,baseLine
486,149362.9453,baseLine
487,149364.3496,distractor
488,149365.7538,baseLine
489,149367.1592,distractor
490,149368.5637,baseLine
491,149369.9672,target
492,149371.3702,baseLine
493,149372.7771,target
494,149374.1835,distractor
495,149375.5914,baseLine
496,149376.9951,baseLine
497,149378.4022,baseLine
498,149379.8053,baseLine
499,149381.2123,target
500,149382.6169,distractor
501,149384.0219,baseLine
502,149385.4284,baseLine
503,149386.8355,baseLine
504,149388.2455,target
505,149389.6500,baseLine
506,149391.0558,baseLine
507,149392.4588,baseLine
508,149393.8621,baseLine
509,149395.2657,baseLine
510,149396.6703,baseLine
511,149398.0739,baseLine
512,149399.4786,baseLine
513,149400.8831,baseLine
514,149402.2880,baseLine
515,149403.6913,baseLine
516,149405.0959,baseLine
517,149406.4989,baseLine
518,149407.9036,baseLine
519,149409.3098,baseLine
520,149410.7129,target
521,149412.1175,target
522,149413.5235,baseLine
523,149414.9267,distractor
524,149416.3307,baseLine
525,149417.7361,target
526,149419.1397,distractor
527,149420.5431,baseLine
528,149421.9483,baseLine
529,149423.3522,baseLine
530,149424.7556,baseLine
531,149426.1584,baseLine
532,149427.5610,target
533,149428.9677,distractor
534,149430.3730,target
535,149431.7788,target
536,149433.1825,baseLine
537,149434.5867,baseLine
538,149435.9892,baseLine
539,149437.3919,baseLine
540,149438.7974,baseLine
541,149440.2005,baseLine
542,149441.6045,baseLine
543,149443.0081,baseLine
544,149444.4110,baseLine
545,149445.8137,distractor
546,149447.2197,baseLine
547,149448.6253,distractor
548,149450.0287,baseLine
549,149451.4327,baseLine
550,149452.8357,baseLine
551,149454.2423,baseLine
552,149455.6465,baseLine
553,149457.0487,target
554,149458.4560,baseLine
555,149459.8593,baseLine
556,149461.2660,distractor
557,149462.6713,baseLine
558,149464.0762,baseLine
559,149465.4808,baseLine
560,149466.8833,target
561,149468.2865,target
562,149469.6890,baseLine
563,149471.0922,baseLine
564,149472.4971,baseLine
565,149473.9001,target
566,149475.3040,distractor
567,149476.7077,baseLine
568,149478.1115,baseLine
569,149479.5158,target
570,149480.9186,baseLine
571,149482.3232,baseLine
572,149483.7297,target
573,149485.1340,baseLine
574,149486.5404,distractor
575,149487.9481,baseLine
576,149489.3512,baseLine
577,149490.7570,baseLine
578,149492.1601,baseLine
579,149493.5633,baseLine
580,149494.9672,baseLine
581,149496.3711,baseLine
582,149497.7745,baseLine
583,149499.1783,baseLine
584,149500.5821,baseLine
585,149501.9860,baseLine
586,149503.3910,baseLine
587,149504.7984,baseLine
588,149506.2048,baseLine
589,149507.6092,baseLine
590,149509.0143,baseLine
591,149510.4182,baseLine
592,149511.8218,baseLine
593,149513.2255,baseLine
594,149514.6309,baseLine
595,149516.0346,baseLine
596,149517.4383,distractor
597,149518.8422,distractor
598,149520.2458,baseLine
599,149521.6486,baseLine
600,149523.0512,baseLine
601,149524.4544,baseLine
602,149525.8622,distractor
603,149527.2664,baseLine
604,149534.5835,startBlock
605,149534.5905,target
606,149535.9946,baseLine
607,149537.3971,distractor
608,149538.8025,baseLine
609,149540.2080,baseLine
610,149541.6153,distractor
611,149543.0203,baseLine
612,149544.4255,target
613,149545.8281,baseLine
614,149547.2341,baseLine
615,149548.6382,baseLine
616,149550.0451,baseLine
617,149551.4504,baseLine
618,149552.8551,baseLine
619,149554.2585,baseLine
620,149555.6653,baseLine
621,149557.0706,baseLine
622,149558.4734,baseLine
623,149559.8812,baseLine
624,149561.2890,baseLine
625,149562.6928,baseLine
626,149564.0959,baseLine
627,149565.5008,baseLine
628,149566.9052,baseLine
629,149568.3078,baseLine
630,149569.7119,baseLine
631,149571.1182,baseLine
632,149572.5204,baseLine
633,149573.9231,baseLine
634,149575.3276,baseLine
635,149576.7303,baseLine
636,149578.1341,target
637,149579.5375,distractor
638,149580.9417,target
639,149582.3449,baseLine
640,149583.7478,baseLine
641,149585.1510,baseLine
642,149586.5551,baseLine
643,149587.9593,baseLine
644,149589.3640,distractor
645,149590.7671,distractor
646,149592.1744,distractor
647,149593.5806,distractor
648,149594.9854,baseLine
649,149596.3877,baseLine
650,149597.7921,baseLine
651,149599.1976,target
652,149600.6009,baseLine
653,149602.0045,baseLine
654,149603.4119,baseLine
655,149604.8161,distractor
656,149606.2196,target
657,149607.6247,baseLine
658,149609.0299,distractor
659,149610.4341,baseLine
660,149611.8387,baseLine
661,149613.2426,baseLine
662,149614.6490,target
663,149616.0542,baseLine
664,149617.4585,baseLine
665,149618.8624,baseLine
666,149620.2660,distractor
667,149621.6697,baseLine
668,149623.0731,target
669,149624.4767,baseLine
670,149625.8795,baseLine
671,149627.2837,baseLine
672,149628.6866,baseLine
673,149630.0894,baseLine
674,149631.4922,baseLine
675,149632.8965,baseLine
676,149634.3041,target
677,149635.7076,target
678,149637.1110,distractor
679,149638.5153,baseLine
680,149639.9196,baseLine
681,149641.3216,target
682,149642.7259,baseLine
683,149644.1336,baseLine
684,149645.5381,baseLine
685,149646.9432,baseLine
686,149648.3471,baseLine
687,149649.7509,target
688,149651.1563,baseLine
689,149652.5620,baseLine
690,149653.9668,baseLine
691,149655.3694,baseLine
692,149656.7736,baseLine
693,149658.1782,baseLine
694,149659.5810,distractor
695,149660.9844,target
696,149662.3887,baseLine
697,149663.7925,baseLine
698,149665.1951,baseLine
699,149666.5997,target
700,149668.0054,baseLine
701,149669.4096,baseLine
702,149670.8135,baseLine
703,149672.2172,baseLine
704,149673.6209,baseLine
705,149675.0243,baseLine
706,149676.4273,target
707,149677.8303,baseLine
708,149679.2324,target
709,149680.6372,baseLine
710,149682.0402,target
711,149683.4431,baseLine
712,149684.8494,baseLine
713,149686.2561,target
714,149687.6601,target
715,149689.0640,baseLine
716,149690.4686,baseLine
717,149691.8728,baseLine
718,149693.2762,baseLine
719,149694.6801,baseLine
720,149696.0831,baseLine
721,149697.4876,baseLine
722,149698.8929,baseLine
723,149700.2972,baseLine
724,149701.7057,distractor
725,149703.1093,baseLine
726,149704.5130,baseLine
727,149705.9158,target
728,149707.3199,baseLine
729,149708.7268,target
730,149710.1339,baseLine
731,149711.5385,baseLine
732,149712.9425,baseLine
733,149714.3449,baseLine
734,149715.7523,target
735,149717.1563,distractor
736,149718.5588,baseLine
737,149719.9624,baseLine
738,149721.3669,baseLine
739,149722.7692,baseLine
740,149724.1756,baseLine
741,149725.5785,baseLine
742,149726.9846,target
743,149728.3911,baseLine
744,149729.7950,target
745,149731.1968,target
746,149732.5996,baseLine
747,149734.0027,baseLine
748,149735.4055,target
749,149736.8091,baseLine
750,149738.2130,baseLine
751,149739.6154,baseLine
752,149741.0181,target
753,149742.4219,distractor
754,149743.8259,baseLine
755,149745.2298,target
756,149746.6354,baseLine
757,149748.0400,distractor
758,149749.4447,baseLine
759,149750.8513,baseLine
760,149752.2550,baseLine
761,149753.6585,baseLine
762,149755.0612,baseLine
763,149756.4641,baseLine
764,149757.8683,distractor
765,149759.2722,baseLine
766,149760.6761,target
767,149762.0790,target
768,149763.4828,distractor
769,149764.8863,baseLine
770,149766.2913,target
771,149767.6948,baseLine
772,149769.0992,target
773,149770.5069,baseLine
774,149771.9103,baseLine
775,149773.3131,baseLine
776,149774.7166,baseLine
777,149776.1193,baseLine
778,149777.5254,baseLine
779,149778.9288,baseLine
780,149780.3319,distractor
781,149781.7358,target
782,149783.1382,baseLine
783,149784.5421,distractor
784,149785.9460,distractor
785,149787.3490,baseLine
786,149788.7536,baseLine
787,149790.1563,distractor
788,149791.5595,baseLine
789,149792.9638,baseLine
790,149794.3672,distractor
791,149795.7709,baseLine
792,149797.1740,baseLine
793,149798.5778,distractor
794,149799.9834,distractor
795,149801.3860,baseLine
796,149802.7890,baseLine
797,149804.1928,distractor
798,149805.5957,baseLine
799,149807.0004,baseLine
800,149808.4031,baseLine
801,149809.8068,baseLine
802,149811.2109,baseLine
803,149812.6153,baseLine
804,149814.0187,baseLine
805,149819.4537,startBlock
806,149819.4648,baseLine
807,149820.8697,baseLine
808,149822.2749,baseLine
809,149823.6797,baseLine
810,149825.0841,baseLine
811,149826.4914,baseLine
812,149827.8953,target
813,149829.2987,baseLine
814,149830.7055,target
815,149832.1097,target
816,149833.5128,baseLine
817,149834.9167,baseLine
818,149836.3205,baseLine
819,149837.7245,distractor
820,149839.1288,baseLine
821,149840.5354,baseLine
822,149841.9400,distractor
823,149843.3475,baseLine
824,149844.7527,baseLine
825,149846.1579,baseLine
826,149847.5612,baseLine
827,149848.9686,baseLine
828,149850.3714,baseLine
829,149851.7749,baseLine
830,149853.1774,distractor
831,149854.5811,baseLine
832,149855.9844,baseLine
833,149857.3879,baseLine
834,149858.7906,target
835,149860.1929,distractor
836,149861.5968,baseLine
837,149863.0004,baseLine
838,149864.4049,baseLine
839,149865.8084,target
840,149867.2159,baseLine
841,149868.6203,baseLine
842,149870.0244,baseLine
843,149871.4283,distractor
844,149872.8325,baseLine
845,149874.2401,distractor
846,149875.6449,baseLine
847,149877.0508,target
848,149878.4572,baseLine
849,149879.8610,baseLine
850,149881.2648,baseLine
851,149882.6686,baseLine
852,149884.0732,baseLine
853,149885.4758,distractor
854,149886.8790,baseLine
855,149888.2820,distractor
856,149889.6862,baseLine
857,149891.0905,baseLine
858,149892.4967,target
859,149893.9022,target
860,149895.3051,baseLine
861,149896.7078,baseLine
862,149898.1121,baseLine
863,149899.5195,baseLine
864,149900.9251,baseLine
865,149902.3287,distractor
866,149903.7323,baseLine
867,149905.1357,baseLine
868,149906.5423,baseLine
869,149907.9477,baseLine
870,149909.3506,baseLine
871,149910.7535,target
872,149912.1579,baseLine
873,149913.5615,baseLine
874,149914.9658,distractor
875,149916.3698,target
876,149917.7727,baseLine
877,149919.1757,baseLine
878,149920.5795,baseLine
879,149921.9836,baseLine
880,149923.3877,baseLine
881,149924.7912,target
882,149926.1936,baseLine
883,149927.5988,baseLine
884,149929.0065,baseLine
885,149930.4092,baseLine
886,149931.8139,baseLine
887,149933.2179,baseLine
888,149934.6210,baseLine
889,149936.0253,baseLine
890,149937.4292,distractor
891,149938.8343,baseLine
892,149940.2386,baseLine
893,149941.6430,baseLine
894,149943.0461,target
895,149944.4498,baseLine
896,149945.8535,baseLine
897,149947.2563,target
898,149948.6611,distractor
899,149950.0668,baseLine
900,149951.4720,baseLine
901,149952.8751,baseLine
902,149954.2811,baseLine
903,149955.6844,baseLine
904,149957.0874,baseLine
905,149958.4904,baseLine
906,149959.8938,distractor
907,149961.2986,baseLine
908,149962.7019,target
909,149964.1075,baseLine
910,149965.5105,baseLine
911,149966.9165,baseLine
912,149968.3204,baseLine
913,149969.7221,baseLine
914,149971.1295,baseLine
915,149972.5353,baseLine
916,149973.9411,baseLine
917,149975.3440,baseLine
918,149976.7469,baseLine
919,149978.1520,baseLine
920,149979.5563,distractor
921,149980.9626,baseLine
922,149982.3656,baseLine
923,149983.7688,target
924,149985.1727,baseLine
925,149986.5762,baseLine
926,149987.9797,baseLine
927,149989.3844,distractor
928,149990.7934,target
929,149992.2003,target
930,149993.6087,baseLine
931,149995.0173,baseLine
932,149996.4212,baseLine
933,149997.8299,baseLine
934,149999.2333,baseLine
935,150000.6374,baseLine
936,150002.0412,baseLine
937,150003.4448,distractor
938,150004.8502,baseLine
939,150006.2560,baseLine
940,150007.6602,baseLine
941,150009.0632,baseLine
942,150010.4698,baseLine
943,150011.8735,distractor
944,150013.2784,target
945,150014.6819,baseLine
946,150016.0894,baseLine
947,150017.4957,baseLine
948,150018.8983,baseLine
949,150020.3025,baseLine
950,150021.7049,baseLine
951,150023.1080,baseLine
952,150024.5102,distractor
953,150025.9146,baseLine
954,150027.3183,distractor
955,150028.7257,distractor
956,150030.1324,baseLine
957,150031.5353,baseLine
958,150032.9380,baseLine
959,150034.3429,distractor
960,150035.7459,baseLine
961,150037.1495,baseLine
962,150038.5525,baseLine
963,150039.9567,baseLine
964,150041.3606,baseLine
965,150042.7642,baseLine
966,150044.1707,baseLine
967,150045.5747,target
968,150046.9776,baseLine
969,150048.3815,baseLine
970,150049.7874,baseLine
971,150051.1916,baseLine
972,150052.5949,baseLine
973,150053.9984,baseLine
974,150055.4025,distractor
975,150056.8060,baseLine
976,150058.2120,baseLine
977,150059.6150,baseLine
978,150061.0178,baseLine
979,150062.4220,baseLine
980,150063.8248,target
981,150065.2278,baseLine
982,150066.6308,baseLine
983,150068.0340,target
984,150069.4378,target
985,150070.8412,distractor
986,150072.2464,baseLine
987,150073.6513,baseLine
988,150075.0541,baseLine
989,150076.4582,distractor
990,150077.8605,baseLine
991,150079.2665,target
992,150080.6712,baseLine
993,150082.0757,baseLine
994,150083.4799,baseLine
995,150084.8818,baseLine
996,150086.2861,baseLine
997,150087.6919,baseLine
998,150089.0991,target
999,150090.5029,baseLine
1000,150091.9052,baseLine
1001,150093.3093,baseLine
1002,150094.7160,baseLine
1003,150096.1215,baseLine
1004,150097.5267,target
1005,150098.9300,baseLine
